"","Id_code","PoolID","Foundation_spp","Day_Night","Before_After","Removal_Control","Group","Time_Point","Sampling_Day","Sampling_time","Wind_Speed.m.s","DO_mg_L","DO_p","Conductivity","Salinity","Temp.pool","Temp.in","date_triscal","mVolts","pH.pre","Notes","SalCal","Date_Time","PO_ug_L","NO2N_ug_L","NN_ug_L","NH4_ug_L","PO_umol_L","NN_umol_L","NH4_umol_L","Date_Run","TA_Run","TA_Raw","CRM_off","Salinity_Lab","TA_CRM","(Intercept)","TTris","mVTris","pH","pH_insitu","CO2","fCO2","pCO2","HCO3","CO3","DIC","ALK","OmegaAragonite","OmegaCalcite","TA_NormSal","DIC_Norm"
"163","N_27_4_BC","27","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-11,04:02:00,4.2,3.46,38.6,50.7,33.3,14.5,14.92,20190710,-29.4,7.423457057,NA,0.0329098717854506,2019-07-11 04:02:00,56,"6.98",18.08,348,1.80796,0.68458112,19.292076,"12/16/19",1,2345.778656,-0.207713212,32.78,2350.3629489028,-106.239247095171,1.45218230867397,-84.5726870497558,7.44733474685775,7.45272429926175,70.588496022185,1838.35188286667,1845.07054696483,2239.28439554368,44.4869333051744,2354.35982487104,2350.3629489028,0.685811377213876,1.07229750461764,2266.02639603041,2269.87985468449
"164","N_28_4_BC","28","Phyllospadix","Night","Before","Removal","Before_Removal",4,2019-07-11,03:59:00,4.2,1.86,21.5,50.8,33.3,14.5,14.872,20190710,-29.2,7.420241638,NA,0.0329657291213356,2019-07-11 03:59:00,27.6,"3.22",13.02,274,0.891066,0.49298928,15.189738,"12/19/19",2,2389.464441,-0.161061825,33.37,2393.0191237963,-106.239247095171,1.45218230867397,-84.6423918005721,7.44403486086694,7.44880021739432,72.592192534379,1890.53459624716,1897.44437151588,2282.13408179568,44.930400525548,2399.6566748556,2393.0191237963,0.692647875991332,1.08298668362947,2348.67788709066,2355.19244823328
"165","N_29_4_BC","29","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-11,03:58:00,4.2,3.57,39.9,50.8,33.3,14.6,14.91,20190710,-30.8,7.448009924,NA,0.0329304631784387,2019-07-11 03:58:00,38.3,"3.28",3.83,87.8,1.2365155,0.14501912,4.8673686,"12/17/19",1,2290.869541,0.213123483,33.26,2286.16584179315,-106.239247095171,1.45218230867397,-84.5872088728425,7.47187014173108,7.47589198204764,64.7608816834191,1691.74715340567,1697.92115016087,2172.11185653754,45.6924864630739,2282.56522468403,2286.16584179315,0.704585813480976,1.10141928988432,2236.40811464824,2232.8858639115
"166","N_30_4_BC","30","Mytilus","Night","Before","Control","Before_Control",4,2019-07-11,03:55:00,4.2,3.7,41.5,50.8,33.3,14.6,14.861,20190710,-31.9,7.467552458,NA,0.0329304631784387,2019-07-11 03:55:00,110.4,"13.36",45,590,3.564264,1.70388,32.70783,"12/17/19",1,2523.249847,0.213123483,32.76,2518.54614779315,-106.239247095171,1.45218230867397,-84.6583658059675,7.49132655442284,7.49474294298271,68.1659139532034,1780.69673994499,1787.19599476936,2387.74341682318,52.4567310243087,2508.36606180069,2518.54614779315,0.808891600398779,1.26447168685247,2426.6932882854,2416.88447601737
"167","N_31_4_BC","31","Mytilus","Night","Before","Control","Before_Control",4,2019-07-11,03:51:00,4.7,2.8,30.1,50.7,33.3,14.7,14.946,20190710,-27.5,7.390065897,NA,0.0328398725906304,2019-07-11 03:51:00,91.6,"64",382,702,2.957306,14.464048,38.916774,"12/18/19",1,2199.377044,0.085007907,32.89,2197.50089399014,-106.239247095171,1.45218230867397,-84.5349303097302,7.41398915860913,7.41709541164143,71.4613108621564,1872.48931645652,1879.31559760087,2098.30388938567,38.6994996296629,2208.46469987749,2197.50089399014,0.596914638900158,0.932907971641871,2125.75895303928,2136.36482291091
"168","N_32_4_BC","32","Mytilus","Night","Before","Removal","Before_Removal",4,2019-07-11,03:50:00,4.7,3.46,38,50.7,33.3,14.7,15.023,20190710,-30.2,7.436838313,NA,0.0328398725906304,2019-07-11 03:50:00,67,"11.14",24.4,438,2.163095,0.9238816,24.281406,"12/18/19",1,2093.582476,0.085007907,33.51,2091.70632599014,-106.239247095171,1.45218230867397,-84.4231122719623,7.46089720093842,7.46506667970863,60.5855086724166,1587.51240849769,1593.29796607414,1986.72352237382,40.9209460864381,2088.22997713268,2091.70632599014,0.631179007232342,0.986459183619626,2061.56114658616,2058.13489805047
"169","N_18_5_BC","18","Phyllospadix","Night","Before","Control","Before_Control",5,2019-07-11,05:29:00,4.1,3.7,36.1,50.9,33.4,14.7,15.355,20190710,-23.9,7.324806294,NA,0.0329509616117462,2019-07-11 05:29:00,31.2,"0.113",29.4,292,1.007292,1.1132016,16.187604,"11/27/19",1,2151.124163,0.547931117,32.63,2139.03115886847,-106.239247095171,1.45218230867397,-83.9409877454826,7.34968853575506,7.35772110526794,80.1737252053108,2101.95690057991,2109.62166246764,2055.14410650409,33.138859957306,2168.45669166671,2139.03115886847,0.510920710180248,0.798345444993809,2052.8407857023,2081.08064262014
"170","N_19_5_BC","19","Mytilus","Night","Before","Control","Before_Control",5,2019-07-11,05:15:00,4.3,3.16,34.1,51,33.5,14.5,15.328,20190710,-17.1,7.206160134,NA,0.0330774653774231,2019-07-11 05:15:00,121.4,"20.8",45.4,768,3.919399,1.7190256,42.575616,"12/6/19",1,2642.86887,-0.023173626,32.64,2643.38031887791,-106.239247095171,1.45218230867397,-83.9801966678168,7.23123603052523,7.24087496151276,131.408615349386,3426.14622850487,3438.68976251564,2564.02204204049,31.4237954902999,2726.85445288017,2643.38031887791,0.484004272191287,0.756454529549056,2537.64510612279,2617.78027476497
"171","N_20_5_BC","20","Phyllospadix","Night","Before","Control","Before_Control",5,2019-07-11,05:09:00,5,3.31,37.3,51.2,33.6,14.9,15.437,20190710,-31.9,7.464056812,"splashed with ocean",0.0330469380157684,2019-07-11 05:09:00,45.4,"11.48",10.78,276,1.465739,0.40817392,15.300612,"12/6/19",1,2274.036533,-0.023173626,32.61,2274.54798187791,-106.239247095171,1.45218230867397,-83.8219087961713,7.48956586811064,7.49659229493595,60.6213222036035,1600.8380389837,1606.65742134924,2153.36467292498,48.4040946461609,2262.39008977475,2274.54798187791,0.74601008106931,1.16472140369184,2181.55910850113,2169.89825963395
"172","N_21_5_BC","21","Phyllospadix","Night","Before","Removal","Before_Removal",5,2019-07-11,05:11:00,5,2.8,34,51,33.5,14.6,15.461,20190710,-27.2,7.381839456,NA,0.0330418823497987,2019-07-11 05:11:00,28.6,"21.3",84.1,268,0.923351,3.1843624,14.857116,"12/11/19",1,2303.017815,0.226350661,32.62,2298.02218800653,-106.239247095171,1.45218230867397,-83.7870564207631,7.40714840356262,7.41799879390877,74.7039847588675,1953.68037374155,1960.81235270133,2196.80718972902,40.6372552411154,2312.148429729,2298.02218800653,0.626081197645994,0.97830083517456,2204.74952272862,2218.30240522824
"173","N_22_5_BC","22","Phyllospadix","Night","Before","Removal","Before_Removal",5,2019-07-11,05:25:00,4.1,3.72,39.2,51,33.5,14.7,15.24,20190710,-27.1,7.381369787,NA,0.033006516925325,2019-07-11 05:25:00,82,"-2.46",3.7,238,2.64737,0.1400968,13.194006,"12/12/19",1,2372.760137,0.032092078,32.96,2372.05185521092,-106.239247095171,1.45218230867397,-84.1079887109801,7.40629279526545,7.41308977070171,77.7942005657733,2040.71491900556,2048.15585960629,2267.31006758013,41.629888496055,2386.73415664196,2372.05185521092,0.641546546276589,1.00225372727558,2299.49497493388,2313.72817067409
"174","N_23_5_BC","23","Mytilus","Night","Before","Removal","Before_Removal",5,2019-07-11,05:04:00,5,2.68,31.3,50.8,33.3,14.6,15.541,20190710,-20.8,7.269650624,NA,0.0329304631784387,2019-07-11 05:04:00,44.4,"23.9",37.6,562,1.433454,1.4236864,31.155594,"12/12/19",1,2105.420978,0.032092078,32.83,2104.71269621092,-106.239247095171,1.45218230867397,-83.6708818360692,7.29461787343374,7.30587832530011,89.5621469428603,2339.63008539888,2348.17462513951,2030.86134035372,28.8821301896772,2149.30561748626,2104.71269621092,0.445367297120127,0.696204951542063,2032.28581813542,2075.34421829629
"175","N_24_5_BC","24","Mytilus","Night","Before","Removal","Before_Removal",5,2019-07-11,05:02:00,5,3.68,41.2,50.8,33.3,14.6,15.383,20190710,-21.7,7.286223029,NA,0.0329304631784387,2019-07-11 05:02:00,30,"-0.278",14.08,458,0.96855,0.53312512,25.390146,"12/13/19",1,2067.921656,-0.016058326,33.3,2068.27606807232,-106.239247095171,1.45218230867397,-83.9003266408397,7.31091335389853,7.32035329991741,85.0337374749993,2221.33453988486,2229.44599516224,1993.52652816336,29.3120331239024,2107.87229876226,2068.27606807232,0.451996472550833,0.706567779682661,2025.69391372965,2064.47492790539
"176","N_25_5_BC","25","Mytilus","Night","Before","Control","Before_Control",5,2019-07-11,04:59:00,5,3.92,44.2,51.1,33.5,14.3,15.214,20190710,-29.4,7.421717177,NA,0.0332054878742121,2019-07-11 04:59:00,180,"20.8",52,735,5.8113,1.968928,40.746195,"12/13/19",1,2331.17344,-0.016058326,32.77,2331.52785207232,-106.239247095171,1.45218230867397,-84.1457454510056,7.446594942052,7.45834648153602,69.1675600935215,1792.34729616206,1798.91420823255,2216.2226327451,44.4709120356978,2329.86110487432,2331.52785207232,0.684601397848127,1.07041946595642,2247.18140330617,2245.57495313916
"177","N_26_5_BC","26","Phyllospadix","Night","Before","Removal","Before_Removal",5,2019-07-11,04:37:00,4.6,3.83,43.4,50.6,33.2,14.6,15.403,20190710,-26.6,7.371695437,"lost to posedian",0.0328190728371294,2019-07-11 04:37:00,61.2,"5.28",47.8,302,1.975842,1.8098992,16.741974,"12/16/19",1,2388.285221,-0.207713212,32.74,2392.8695139028,-106.239247095171,1.45218230867397,-83.8712829946662,7.39618114551388,7.40623523839936,80.2507028206557,2095.21224760976,2102.86208845064,2290.72056287488,40.9489816916828,2411.92024738722,2392.8695139028,0.631713990141977,0.987710974058973,2304.19258485817,2322.53732057229
"178","N_27_5_BC","27","Phyllospadix","Night","Before","Control","Before_Control",5,2019-07-11,04:39:00,4.6,3.03,33.4,50.8,33.4,14.4,15.255,20190710,-24.5,7.335849296,"maybe ocean",0.0330012127254247,2019-07-11 04:39:00,56.6,"10.02",13.44,312,1.827331,0.50889216,17.296344,"12/16/19",1,2317.494814,-0.207713212,32.77,2322.0791069028,-106.239247095171,1.45218230867397,-84.08620597635,7.36055650550679,7.37110451656886,84.9552970535644,2206.98148286002,2215.06095115338,2229.99973468934,36.6579675536693,2351.61299929657,2322.0791069028,0.564722886844178,0.882974734662339,2238.07448038838,2266.53994079261
"179","N_28_5_BC","28","Phyllospadix","Night","Before","Removal","Before_Removal",5,2019-07-11,04:41:00,4.6,2.98,33,50.8,33.4,14.5,15.211,20190710,-31.6,7.460184808,NA,0.0329657291213356,2019-07-11 04:41:00,31.8,"4.46",19.98,220,1.026663,0.75652272,12.19614,"12/19/19",2,2498.631692,-0.161061825,32.93,2502.1863747963,-106.239247095171,1.45218230867397,-84.1501019979316,7.48481555014793,7.49410452074936,67.9956871852455,1771.82062487842,1778.29566029261,2374.78353762974,52.0187715907326,2494.79799640572,2502.1863747963,0.801571967621745,1.25303714400618,2423.44109770712,2416.2852359306
"180","N_29_5_BC","29","Phyllospadix","Night","Before","Control","Before_Control",5,2019-07-11,04:42:00,4.6,2.51,29,50.7,33.3,14.6,15.366,20190710,-30.2,7.434792213,NA,0.032874764394931,2019-07-11 04:42:00,58.8,"0.643",19.5,190,1.898358,0.738348,10.53303,"12/17/19",1,2415.475184,0.213123483,33.26,2410.77148479315,-106.239247095171,1.45218230867397,-83.9250137400872,7.45945344147105,7.46933852226108,69.3966918115772,1812.84832411516,1819.46516191159,2292.73964920262,47.507687087588,2409.64402810178,2410.77148479315,0.732576511901121,1.14517477656517,2358.30175247706,2357.19883454898
"181","N_30_5_BC","30","Mytilus","Night","Before","Control","Before_Control",5,2019-07-11,04:50:00,4.7,3.6,40.8,51,33.4,14.5,15.416,20190710,-25.3,7.348916502,NA,0.0330774653774231,2019-07-11 04:50:00,104.8,"70",438,794,3.383468,16.584432,44.016978,"12/17/19",1,2501.419889,0.213123483,32.75,2496.71618979315,-106.239247095171,1.45218230867397,-83.8524046246535,7.37390561046763,7.38526597414589,88.0756000663882,2295.05974873112,2303.4517794994,2394.19614153483,40.8185189220726,2523.09026052329,2496.71618979315,0.628984105683885,0.983243525531235,2404.92515340369,2430.32958918052
"182","N_31_5_BC","31","Mytilus","Night","Before","Control","Before_Control",5,2019-07-11,04:54:00,4.7,2.8,31.6,50.9,33.4,14.7,15.418,20190710,-28.2,7.399552746,NA,0.0329509616117462,2019-07-11 04:54:00,320,"21.2",48.2,1396,10.3312,1.8250448,77.390052,"12/18/19",1,2253.374754,0.085007907,33.6,2251.49860399014,-106.239247095171,1.45218230867397,-83.8495002600361,7.42454559976747,7.433667067151,70.0726739234841,1837.13230386102,1843.8294271886,2139.46343676897,41.0909436104559,2250.62705430291,2251.49860399014,0.633522520644291,0.989918413130944,2225.01038511967,2224.14908895817
"183","N_32_5_BC","32","Mytilus","Night","Before","Removal","Before_Removal",5,2019-07-11,04:52:00,4.7,3.05,33.9,50.9,33.4,14.6,15.858,20190710,-26.5,7.367338104,NA,0.0329861691694376,2019-07-11 04:52:00,112.6,"9.98",15.6,554,3.635291,0.5906784,30.712098,"12/18/19",1,2156.425885,0.085007907,33.53,2154.54973499014,-106.239247095171,1.45218230867397,-83.2105400442196,7.39309956867581,7.40885721519181,71.5369092545444,1869.80534201219,1876.63050025781,2058.03120327909,37.1888218385491,2166.75693437219,2154.54973499014,0.573206571357393,0.895861219398268,2124.76625335939,2136.80470616175
"184","D1_Ocean_1_AI","Ocean","Ocean","Day","After","Ocean","After_Ocean",1,2019-08-05,07:36:00,2,7.03225872568161,75.6541530343693,53.8,35.3,10.4,13.034,20190804,-38.3,7.591371455,NA,0.0365092830936413,2019-08-05 07:36:00,50.2,"13.12",224,31,1.620707,8.481536,1.718547,"8/30/19",1,2241.476194,0.232710928,32.81,2236.34019400576,-106.233872989048,1.34903858858397,-88.6505040254445,7.59343163683846,7.63019805815565,47.7058939421063,1103.5134733425,1107.76128627621,2094.07633795716,55.9237848782343,2197.7060167775,2236.34019400576,0.846820483083923,1.32990349031308,2158.06828721556,2120.78630619029
"185","D_1_1_AI","1","Phyllospadix","Day","After","Control","After_Control",1,2019-08-05,07:45:00,1.7,7.45292931803226,81.5702824319228,52.3,35.5,10.8,13.676,20190804,-42,7.652220438,"wind picked up",0.0353706665487372,2019-08-05 07:45:00,38.2,"5",391,44.2,1.233287,14.804824,2.4503154,"8/31/19",1,2240.122617,0.048572063,33.08,2239.05061699797,-106.233872989048,1.34903858858397,-87.7844212515736,7.65477826667347,7.69578121121198,40.1263752150429,941.476904331469,945.081614426737,2072.64083141047,65.6895967337653,2178.45680335928,2239.05061699797,0.994370951592842,1.56009783241657,2178.4645414792,2119.51032515073
"186","D_2_1_AI","2","Phyllospadix","Day","After","Removal","After_Removal",1,2019-08-05,07:47:00,1.7,7.94365271952684,87.6930978123399,52.5,34.6,10.9,13.631,20190804,-47.1,7.742147082,NA,0.0354478405490949,2019-08-05 07:47:00,43.2,"7.92",164.8,38.2,1.394712,6.2399872,2.1176934,"9/1/19",1,2236.426968,0.396650635,32.97,2227.67276949036,-106.233872989048,1.34903858858397,-87.8451279880599,7.74239758628512,7.78231630335216,32.3893353734631,758.500701190526,761.400501476774,2032.34510786447,77.3135833157023,2142.04802655364,2227.67276949036,1.17554407307724,1.84650522749991,2160.18738853227,2077.15657163157
"187","D_3_1_AI","3","Phyllospadix","Day","After","Removal","After_Removal",1,2019-08-05,07:51:00,1.7,7.94167607238768,87.6692903075575,52.4,35.6,10.9,13.702,20190804,-46.9,7.738134986,NA,0.035385678083588,2019-08-05 07:51:00,60,"5.64",192.4,27,1.9371,7.2850336,1.496799,"9/2/19",1,2240.353428,0.36850704,32.91,2232.22036707509,-106.233872989048,1.34903858858397,-87.7493462482704,7.74095121124202,7.78195671682512,32.1439594876617,757.077942077007,759.972298573675,2031.43609829886,79.0015268505048,2142.58158463703,2232.22036707509,1.19547859073293,1.87503716742948,2160.65800824827,2073.89293971778
"188","D_4_1_AI","4","Phyllospadix","Day","After","Control","After_Control",1,2019-08-05,07:52:00,1.7,7.45646702050704,82.0375967061542,52.6,34.6,11,13.977,20190804,-41.9,7.648447759,NA,0.0354625977894256,2019-08-05 07:52:00,29,"11.38",60.8,31.6,0.936265,2.3021312,1.7518092,"9/2/19",1,2240.526219,0.36850704,32.9,2232.39315807509,-106.233872989048,1.34903858858397,-87.3783606364098,7.64869653930718,7.69095270520412,40.6269359022536,954.507933725953,958.153143214083,2070.81670271839,64.0820818087188,2175.52572042937,2232.39315807509,0.974535580491014,1.53049387531777,2160.16867354913,2105.14106476842
"189","D_5_1_AI","5","Phyllospadix","Day","After","Control","After_Control",1,2019-08-05,07:54:00,1.7,9.00539643028214,102.179970113902,53.2,34.5,11.7,14.252,20190804,-57.2,7.914901352,NA,0.0355030959769517,2019-08-05 07:54:00,20,"-2.82",44.8,32.2,0.6457,1.6963072,1.7850714,"9/4/19",1,2232.391836,0.537981023,33.08,2220.51843342808,-106.233872989048,1.34903858858397,-87.0073750245492,7.91489880481737,7.95357766605096,20.4229276390097,490.511059545747,492.366493697164,1937.87814004772,112.56921742503,2070.87028511176,2220.51843342808,1.71494687187699,2.69030284666007,2160.43381699415,2014.83497151462
"190","D_6_1_AI","6","Phyllospadix","Day","After","Removal","After_Removal",1,2019-08-05,07:55:00,1.1,8.3883953278079,94.7485695331099,53.1,34.6,11.7,14.336,20190804,-50.8,7.8020665,NA,0.0354423468800852,2019-08-05 07:55:00,19.04,"17.3",143,54.4,0.6147064,5.414552,3.0157728,"9/4/19",1,2185.632867,0.537981023,33.05,2173.75946442808,-106.233872989048,1.34903858858397,-86.8940557831082,7.80231470542906,7.84133442383262,26.6190252341213,639.691532786966,642.111659851007,1952.16642384711,87.775331395934,2066.56078047717,2173.75946442808,1.33660695318544,2.09643857215544,2113.02206762789,2008.81864102266
"191","D_7_1_AI","7","Phyllospadix","Day","After","Removal","After_Removal",1,2019-08-05,08:05:00,1.8,7.99040159399418,88.8932166081801,52.8,35.8,11.2,14.545,20190804,-46.8,7.730485092,NA,0.0354918902337624,2019-08-05 08:05:00,38.4,"-0.0812",108.4,36.6,1.239744,4.1044576,2.0289942,"9/5/19",1,2224.155373,0.544759247,33.07,2212.13237299094,-106.233872989048,1.34903858858397,-86.6121067180941,7.73377936280988,7.78261262397565,31.4724563746373,749.362239682176,752.215981767454,2010.19267079298,79.576328925967,2121.24145609359,2212.13237299094,1.20355244794768,1.88619638164834,2151.62404631795,2063.21926332397
"192","D_8_1_AI","8","Phyllospadix","Day","After","Control","After_Control",1,2019-08-05,08:07:00,1.8,7.24326756690876,80.1067970183546,53,35.7,11.3,14.302,20190804,-39.2,7.598935501,NA,0.0355678857399411,2019-08-05 08:07:00,44.1,"0.199",157,71.4,1.4237685,5.944648,3.9582018,"9/5/19",1,2252.473337,0.544759247,33.07,2240.45033699094,-106.233872989048,1.34903858858397,-86.93992309512,7.60198336862943,7.64395989938308,44.9028336266313,1071.98663440939,1076.06516692749,2087.78665446374,60.1587263609077,2192.84821445128,2240.45033699094,0.910496664325792,1.42684405730761,2179.16743071442,2132.86736623247
"193","D_9_1_AI","9","Mytilus","Day","After","Control","After_Control",1,2019-08-05,08:14:00,1.8,6.22492205818769,66.9920391210643,52.6,34.4,10.9,13.337,20190804,-29.7,7.438118597,NA,0.0355100096574496,2019-08-05 08:14:00,48.6,"1.488",152.8,160.2,1.569051,5.7856192,8.8810074,"9/7/19",1,2186.323687,0.267242737,33.01,2180.42555962159,-106.233872989048,1.34903858858397,-88.2417453331036,7.43785898881425,7.46964927381984,68.2854906761566,1597.29425817511,1603.40639863138,2082.26301327964,38.3807327011022,2188.9292366569,2180.42555962159,0.584097114479348,0.917787705529445,2116.93669773849,2125.19276770718
"194","D_10_1_AI","10","Mytilus","Day","After","Removal","After_Removal",1,2019-08-05,08:16:00,1.6,6.74587002266938,73.0541860470974,52.2,34.5,10.8,13.772,20190804,-34.9,7.526866231,NA,0.0353083312106361,2019-08-05 08:16:00,72.8,"6.08",288,142.2,2.350348,10.904832,7.8831414,"9/7/19",1,2196.198872,0.267242737,33,2190.30074462159,-106.233872989048,1.34903858858397,-87.6549135470695,7.52686171545742,7.56715481583944,54.2735033002768,1266.13203360726,1270.98148944895,2068.06688312615,47.6381328175422,2169.97851924397,2190.30074462159,0.724528777312676,1.1384570849709,2125.88013448566,2106.15562161915
"195","D_11_1_AI","11","Mytilus","Day","After","Removal","After_Removal",1,2019-08-05,08:17:00,1.6,7.48549959564845,81.9625714878466,52.3,34.7,10.8,14.043,20190804,-42.3,7.655025332,NA,0.0353706665487372,2019-08-05 08:17:00,48,"6.28",270,71.8,1.54968,10.22328,3.9803766,"9/8/19",1,2209.289541,0.658535281,33.14,2194.75546978775,-106.233872989048,1.34903858858397,-87.2893240895633,7.65552684547032,7.70170631174249,39.0519853188401,912.077995738001,915.570032119618,2031.83281285848,64.0971571954411,2134.98195537276,2194.75546978775,0.973974685977176,1.52991020509997,2139.24106672841,2080.97947061922
"196","D_12_1_AI","12","Mytilus","Day","After","Control","After_Control",1,2019-08-05,08:21:00,1.6,7.05298883410771,77.8150061612885,53,34.5,11.3,13.663,20190804,-37.7,7.576749953,NA,0.0355678857399411,2019-08-05 08:21:00,63.4,"5.7",256,150.8,2.046869,9.693184,8.3598996,"9/8/19",1,2147.308012,0.658535281,33.17,2132.77394078775,-106.233872989048,1.34903858858397,-87.8019587532252,7.57674566292639,7.60934488522971,47.0276793965981,1115.04109863055,1119.28363735569,1999.81283533832,51.7686191819069,2098.60913391682,2132.77394078775,0.788069300676626,1.23718529276097,2080.7091651744,2047.37838153003
"197","D_13_1_AI","13","Mytilus","Day","After","Control","After_Control",1,2019-08-05,08:26:00,1.9,6.53515031510795,72.0026630093992,53,34.7,11.5,13.716,20190804,-32.2,7.479782894,NA,0.0354741795184019,2019-08-05 08:26:00,69.4,"1.142",224,196,2.240579,8.481536,10.865652,"11/21/19",1,2094.590593,-0.569820019,33.73,2107.16669176534,-106.233872989048,1.34903858858397,-87.7304597080302,7.48028600176903,7.50966896763834,58.7526182616345,1403.66008333637,1408.9886718986,1999.29829995352,41.6563532712103,2099.70727148637,2107.16669176534,0.633788480875449,0.994289445215598,2090.43330921308,2083.03312550692
"198","D_14_1_AI","14","Mytilus","Day","After","Control","After_Control",1,2019-08-05,08:29:00,1.9,6.03258937523706,65.7372717256131,53.1,34.7,11.4,13.822,20190804,-27.1,7.389570677,NA,0.0355821740648636,2019-08-05 08:29:00,74.2,"6.42",302,236,2.395547,11.434928,13.083132,"11/22/19",1,2153.159404,-0.799098459,33.89,2170.79574671967,-106.233872989048,1.34903858858397,-87.5874616176403,7.39007255366236,7.42098042118193,75.1513294228952,1789.66642388903,1796.47200899924,2079.75676191637,35.1909877312726,2190.09907907054,2170.79574671967,0.535319143751827,0.839964675326666,2163.77258400969,2183.01346440295
"199","D_15_1_AI","15","Mytilus","Day","After","Removal","After_Removal",1,2019-08-05,08:32:00,1.9,9.21780648812289,103.464204792731,52.8,35.7,11.1,13.594,20190804,-59.9,7.967376713,NA,0.0355390933420377,2019-08-05 08:32:00,31.2,"5.62",76.8,38.2,1.007292,2.9079552,2.1176934,"11/22/19",1,2127.778982,-0.799098459,34.55,2145.41532471967,-106.233872989048,1.34903858858397,-87.8950424158375,7.97045838651525,8.00863498055719,17.1378281277548,406.50268390708,408.052161779596,1835.95288522435,121.549376489043,1974.64008984115,2145.41532471967,1.83900961692346,2.88296673172909,2180.12057261954,2006.58279717682
"200","D_16_1_AI","16","Mytilus","Day","After","Removal","After_Removal",1,2019-08-05,08:48:00,1.5,8.22,93.9,53.3,35.2,11.4,13.684,20190804,-43.6,7.680279215,NA,0.0357047613474273,2019-08-05 08:48:00,54.6,"21.1",491,83.2,1.762761,18.591224,4.6123584,"11/23/19",1,2178.721112,-0.539790416,33.87,2190.63444841825,-106.233872989048,1.34903858858397,-87.7736289428649,7.68206295383686,7.71481689777619,36.9124664676714,881.553694813064,884.902672751839,2017.60748037794,67.9321997063195,2122.45214655193,2190.63444841825,1.03091292845709,1.61635942939387,2182.25849317429,2114.33688834453
"201","D2_Ocean_1_AI","Ocean","Ocean","Day","After","Ocean","After_Ocean",1,2019-08-06,08:24:00,1,8.57,96.2,53.3,35,10.8,14.626,20190804,-37.9,7.574056113,NA,0.0359943839795785,2019-08-06 08:24:00,40.2,"-0.233",250,31.2,1.297857,9.466,1.7296344,"11/26/19",1,2144.22269,0.237237901,33.74,2138.98677835356,-106.233872989048,1.34903858858397,-86.5028345924188,7.57530811079124,7.62829207016836,45.445983219399,1063.23911351882,1067.31056383401,2001.62991224315,53.6929465328534,2100.76884199541,2138.98677835356,0.814744653724508,1.27919331831669,2122.62982063674,2084.70413908603
"202","D_17_1_AI","17","Mytilus","Day","After","Removal","After_Removal",1,2019-08-06,09:06:00,1.2,12.96,150.2,53.4,35.2,12.1,14.748,20190804,-51.2,7.806091425,NA,0.0354399553331776,2019-08-06 09:06:00,58.4,"5.24",137,97.8,1.885444,5.187368,5.4217386,"11/27/19",1,2135.767908,0.547931117,34.01,2123.67490386847,-106.233872989048,1.34903858858397,-86.3382518846116,7.80784745845263,7.84706223616172,25.1432524457797,614.097032459792,616.408320061332,1896.23010180437,88.9676137146727,2010.34096796483,2123.67490386847,1.35191679135174,2.11689341851345,2124.29951413432,2010.93224472011
"203","D_18_1_AI","18","Phyllospadix","Day","After","Control","After_Control",1,2019-08-06,09:20:00,1.4,7.37,86.6,53.6,35.3,12.3,15.05,20190804,-39.2,7.594060049,NA,0.0354687046445859,2019-08-06 09:20:00,50,"3.54",172.2,104.4,1.61425,6.5201808,5.7876228,"11/27/19",1,2219.606901,0.547931117,34.01,2207.51389686848,-106.233872989048,1.34903858858397,-85.9308422308592,7.5960591666449,7.6342702012458,44.2407806142015,1088.04377280586,1092.13045678778,2055.82589736794,59.6905539218731,2159.75723190402,2207.51389686848,0.906935119437406,1.41937559017489,2208.16316566167,2160.39245461928
"204","D_19_1_AI","19","Mytilus","Day","After","Control","After_Control",1,2019-08-06,09:05:00,1.2,8.9,102.9,53.7,35.3,11.5,14.063,20190804,-40.9,7.63032509,NA,0.0359020353051179,2019-08-06 09:05:00,52.2,"10.86",183.4,101.6,1.685277,6.9442576,5.6323992,"12/6/19",1,2171.439617,-0.023173626,34.13,2171.95106587791,-106.233872989048,1.34903858858397,-87.2623433177916,7.63235459334278,7.66850540057589,40.8833636524739,980.096572482514,983.815506406553,2015.24579757513,61.3679630416634,2117.49712426927,2171.95106587791,0.931006791457089,1.45924022400836,2180.25558465921,2125.59343680324
"205","D_20_1_AI","20","Phyllospadix","Day","After","Control","After_Control",1,2019-08-06,09:14:00,1.2,9.18,104.8,53.7,35.3,11.3,14.712,20190804,-46.9,7.731069999,NA,0.035998284020966,2019-08-06 09:14:00,41.4,"8.82",154.4,102.6,1.336599,5.8462016,5.6878362,"12/6/19",1,2258.558904,-0.023173626,33.91,2259.07035287791,-106.233872989048,1.34903858858397,-86.3868172738006,7.73308019506194,7.78285880205709,32.2031957011059,767.04673946955,769.964112609386,2055.22759649329,80.8041788780978,2168.23497107249,2259.07035287791,1.22543071438331,1.92141788276312,2253.09046076735,2162.49552556083
