"","Id_code","PoolID","Foundation_spp","Day_Night","Before_After","Removal_Control","Group","Time_Point","Sampling_Day","Sampling_time","Wind_Speed.m.s","DO_mg_L","DO_p","Conductivity","Salinity","Temp.pool","Temp.in","date_triscal","mVolts","pH.pre","Notes","SalCal","Date_Time","PO_ug_L","NO2N_ug_L","NN_ug_L","NH4_ug_L","PO_umol_L","NN_umol_L","NH4_umol_L","Date_Run","TA_Run","TA_Raw","CRM_off","Salinity_Lab","TA_CRM","(Intercept)","TTris","mVTris","pH","pH_insitu","CO2","fCO2","pCO2","HCO3","CO3","DIC","ALK","OmegaAragonite","OmegaCalcite","TA_NormSal","DIC_Norm"
"109","N_7_1_BC","7","Phyllospadix","Night","Before","Removal","Before_Removal",1,2019-07-12,01:43:00,4.5,6.71,80.2,50.3,33,15.3,15.926,20190710,-56.2,7.884737553,NA,0.032416614810687,2019-07-12 01:43:00,20.6,"10.08",22.4,136.6,0.665071,0.8481536,7.5726942,"9/5/19",1,2208.775673,0.544759247,31.28,2196.75267299094,-106.239247095171,1.45218230867397,-83.1117916472297,7.90966934007771,7.91904806314834,20.2809642178645,540.275201926436,542.226962465279,1913.24844780981,113.883000029933,2047.41241205761,2196.75267299094,1.76182180739389,2.75171698703745,2021.01245915166,1883.619419093
"110","N_8_1_BC","8","Phyllospadix","Night","Before","Control","Before_Control",1,2019-07-12,01:44:00,4.5,5.23,61.3,50.7,33.3,15.2,15.626,20190710,-50.6,7.789264807,NA,0.0326685991320422,2019-07-12 01:44:00,31.5,"-2.98",7.95,320,1.0169775,0.3010188,17.73984,"9/5/19",1,2189.348503,0.544759247,31.63,2177.32550299094,-106.239247095171,1.45218230867397,-83.5474463398319,7.81438349673552,7.82063785446609,25.8582247370614,687.924450963979,690.413165307804,1945.50851302708,92.6308242042485,2063.99756196839,2177.32550299094,1.43075303358336,2.23369806555194,2025.55310763539,1920.12479073707
"111","N_9_1_BC","9","Mytilus","Night","Before","Control","Before_Control",1,2019-07-12,01:48:00,4.1,3.61,41.2,50.7,33.3,15.1,15.722,20190710,-35.7,7.528624311,NA,0.0327024336240273,2019-07-12 01:48:00,19.36,"5.04",27,194,0.6250376,1.022328,10.754778,"9/7/19",1,2052.51819,0.267242737,31.58,2046.62006262159,-106.239247095171,1.45218230867397,-83.4080368381992,7.55390981450479,7.56227153952868,46.354247032459,1229.46862685,1233.92482304134,1919.29827989248,50.2147733778654,2015.86730030281,2046.62006262159,0.775386821317649,1.21079976414955,1900.94886992911,1872.38498069302
"112","N_10_1_BC","10","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-12,01:50:00,4.1,2.96,33.3,50.7,33.3,15.1,15.754,20190710,-32.5,7.472600956,NA,0.0327024336240273,2019-07-12 01:50:00,32.4,"5.54",69.2,372,1.046034,2.6201888,20.622564,"9/7/19",1,2083.576924,0.267242737,31.69,2077.67879662159,-106.239247095171,1.45218230867397,-83.3615670043217,7.4979421928075,7.50652105670139,53.9043878171534,1429.72344312567,1434.90661028938,1963.02838093824,45.1715641089881,2062.10433286438,2077.67879662159,0.697512567563509,1.08919577825951,1936.51885485112,1922.00253848448
"113","N_11_1_BC","11","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-12,01:52:00,4.1,2.85,31.6,50.7,33.3,15.1,15.529,20190710,-28.2,7.398904301,NA,0.0327024336240273,2019-07-12 01:52:00,21.2,"6.08",65.6,452,0.684442,2.4838784,25.057524,"9/8/19",1,2043.523191,0.658535281,31.79,2028.98911978775,-106.239247095171,1.45218230867397,-83.6883080237733,7.4238511517644,7.42928724562457,63.44906118418,1682.87988961207,1688.98253326681,1934.16646791819,37.2562027887208,2034.87173189109,2028.98911978775,0.575288241118414,0.898337252470313,1897.10482700154,1902.60506931817
"114","N_12_1_BC","12","Mytilus","Night","Before","Control","Before_Control",1,2019-07-12,01:56:00,4.1,4.41,50.5,50.8,33.3,15.2,15.609,20190710,-33.4,7.489193286,NA,0.0327233605901474,2019-07-12 01:56:00,22.8,"8.54",47.2,300,0.736098,1.7871808,16.6311,"9/8/19",1,2051.275486,0.658535281,31.78,2036.74141478775,-106.239247095171,1.45218230867397,-83.5721334390794,7.51428073762213,7.51968170138705,51.0439679662721,1357.95840570187,1362.87476270365,1920.53711394976,45.7287093449318,2017.30979126096,2036.74141478775,0.706314449635568,1.10270129280871,1903.75418123396,1885.5913284198
"115","N_13_1_BC","13","Mytilus","Night","Before","Control","Before_Control",1,2019-07-12,01:58:00,4.1,4.11,48.1,50.7,33.3,15.1,15.639,20190710,-32.6,7.475047583,NA,0.0327024336240273,2019-07-12 01:58:00,30.2,"-2",54.6,442,0.975007,2.0673744,24.503154,"11/21/19",1,2022.401074,-0.569820019,32.33,2034.97717276534,-106.239247095171,1.45218230867397,-83.5285679698192,7.50018750843488,7.50726390658168,52.6900850608742,1397.51609993881,1402.58232533561,1922.09217172028,44.3052926890827,2019.08754947024,2034.97717276534,0.684136116820133,1.06830787694373,1935.02388222069,1919.91471983449
"116","N_14_1_BC","14","Mytilus","Night","Before","Control","Before_Control",1,2019-07-12,01:59:00,4.1,3.75,43.2,50.7,33.3,15.1,15.463,20190710,-29.3,7.418498006,NA,0.0327024336240273,2019-07-12 01:59:00,31,"5.06",53.4,358,1.000835,2.0219376,19.846446,"11/22/19",1,1992.648,-0.799098459,32.38,2010.28434271967,-106.239247095171,1.45218230867397,-83.7841520561458,7.44332926560827,7.44797113926244,60.0788627719399,1593.49103143026,1599.26895170381,1911.9399429136,38.4470372949221,2010.46584298046,2010.28434271967,0.593676403015124,0.927051155615901,1914.50020639008,1914.67305869728
"117","N_15_1_BC","15","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-12,02:01:00,4.1,4.5,82.6,50.7,33.3,15.1,15.529,20190710,-34.2,7.503652099,NA,0.0327024336240273,2019-07-12 02:01:00,26.8,"6.26",29.4,348,0.865238,1.1132016,19.292076,"11/22/19",1,2072.79842,-0.799098459,33.09,2090.43476271967,-106.239247095171,1.45218230867397,-83.6883080237733,7.52859946006066,7.53430246436172,50.6994967310005,1344.71908440667,1349.59362692053,1968.28288599105,48.2844706063452,2067.26685332839,2090.43476271967,0.745580227968579,1.16425549075601,2034.48489112923,2011.93706401872
"118","N_16_1_BC","16","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-12,02:20:00,5,3.33,37.5,50.6,33.2,15.3,15.633,20190710,-26.9,7.375609651,NA,0.0325803717871989,2019-07-12 02:20:00,22.4,"23.8",95.6,288,0.723184,3.6197984,15.965856,"11/23/19",1,2042.273271,-0.539790416,33.11,2054.18660741824,-106.239247095171,1.45218230867397,-83.5372810636712,7.40049940847835,7.4046673073003,67.8947019170653,1810.703204882,1817.25364640929,1963.01515710581,35.9175660206375,2066.82742504351,2054.18660741824,0.555177050070672,0.86673746344973,2000.41525210641,2012.7251777409
"119","N1_Ocean_1_BC","Ocean","Ocean","Night","Before","Ocean","Before_Ocean",1,2019-07-11,00:23:00,7.3,8.62,102.8,50.7,33.3,14.6,15.171,20190710,-57.1,7.906157721,NA,0.032874764394931,2019-07-11 00:23:00,-0.374,"-1.18",23.8,138.4,0,0.9011632,7.6724808,"11/26/19",1,2150.984215,0.237237901,32.43,2145.74830335356,-106.239247095171,1.45218230867397,-84.2081892902786,7.93047896117449,7.93907493750367,19.101712152563,498.993625770026,500.812292571788,1861.33560607175,113.754934907581,1994.19225313189,2145.74830335356,1.75412019685351,2.74206744533368,2046.665219934,1902.10749320786
"120","N_17_1_BC","17","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-11,01:19:00,6.7,7.31,35.5,50.8,33.3,14.6,15.462,20190710,-29.2,7.416757713,NA,0.0329304631784387,2019-07-11 01:19:00,42.2,"6.64",23.2,300,1.362427,0.8784448,16.6311,"11/27/19",1,2188.909018,0.547931117,32.65,2176.81601386847,-106.239247095171,1.45218230867397,-83.7856042384545,7.44158721050569,7.45262363999611,65.1903835192929,1702.96702085241,1709.1820412951,2072.45270022709,41.321767612916,2178.9648513593,2176.81601386847,0.637188594924621,0.996062929903442,2090.38361331781,2092.44712932004
"121","N_18_1_BC","18","Phyllospadix","Night","Before","Control","Before_Control",1,2019-07-11,01:26:00,7,5.13,60.2,50.8,33.4,14.7,15.792,20190710,-38.7,7.580510053,NA,0.0328954134941282,2019-07-11 01:26:00,19.1,"-25.3",26.6,143.2,0.6166435,1.0071824,7.9385784,"11/27/19",1,2166.925643,0.547931117,32.61,2154.83263886847,-106.239247095171,1.45218230867397,-83.3063840765921,7.60615737672341,7.62118894485253,42.6618905512123,1118.48931811847,1122.56344657198,2005.94099269113,59.3309465364945,2107.93382977884,2154.83263886847,0.914739051951272,1.42933676582736,2066.73801039709,2021.75653497317
"122","N_19_1_BC","19","Mytilus","Night","Before","Control","Before_Control",1,2019-07-11,01:17:00,6.7,3.57,41,50.9,33.4,14.5,15.715,20190710,-31.4,7.453647444,NA,0.0330215936580258,2019-07-11 01:17:00,36,"12.32",37.4,524,1.16226,1.4161136,29.048988,"12/6/19",1,2128.053735,-0.023173626,32.79,2128.56518387791,-106.239247095171,1.45218230867397,-83.4182021143599,7.47915971263986,7.49500801419796,57.6170654465451,1501.37617736012,1506.86124821317,2016.49565649127,44.2625924529488,2118.37531439077,2128.56518387791,0.682054809054169,1.06620496289138,2052.81330527519,2042.98607526098
"123","N_20_1_BC","20","Phyllospadix","Night","Before","Control","Before_Control",1,2019-07-11,01:13:00,7.4,5.55,64.9,50.8,33.3,14.5,15.345,20190710,-52,7.815743853,NA,0.0329657291213356,2019-07-11 01:13:00,22.6,"5.56",11.18,99.6,0.729641,0.42331952,5.5215252,"12/6/19",1,2190.232653,-0.023173626,32.58,2190.74410187791,-106.239247095171,1.45218230867397,-83.9555095685693,7.84037009619212,7.85287659525947,24.4356055280803,636.381903042891,638.704614679638,1947.8285470307,97.2358102743572,2069.49996283314,2190.74410187791,1.49898902901018,2.34373801406851,2099.24831879948,1983.06790556187
"124","N_21_1_BC","21","Phyllospadix","Night","Before","Removal","Before_Removal",1,2019-07-11,01:12:00,7.4,5.42,63.6,50.5,32.3,14.6,15.282,20190710,-44.9,7.692145072,NA,0.0327633885233357,2019-07-11 01:12:00,14.5,"1.818",8.24,170.6,0.4681325,0.31199936,9.4575522,"12/11/19",1,2225.407453,0.226350661,32.65,2220.41182600653,-106.239247095171,1.45218230867397,-84.0469970540158,7.71427834079619,7.72401340194136,34.613005809558,899.138918765657,902.41743441674,2036.72450455013,74.0570885031756,2145.39459886286,2220.41182600653,1.14669127693704,1.79652738522325,2132.24841526804,2060.20981331978
"125","N_22_1_BC","22","Phyllospadix","Night","Before","Removal","Before_Removal",1,2019-07-11,01:09:00,7.4,4.91,57.7,50.6,33.2,14.6,15.318,20190710,-44.6,7.686657081,NA,0.0328190728371294,2019-07-11 01:09:00,28.6,"2.36",3.68,214,0.923351,0.13933952,11.863518,"12/12/19",1,2245.764336,0.032092078,32.92,2245.05605421092,-106.239247095171,1.45218230867397,-83.9947184909035,7.71099486270786,7.72125377453773,34.8732651713821,910.48289588831,913.80281656045,2056.05353264245,75.9143619411066,2166.84115975494,2245.05605421092,1.17111983032875,1.83109433446902,2173.74250895951,2098.01208762155
"126","N_23_1_BC","23","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-11,01:04:00,7.3,3.35,38.4,50.7,33.2,14.6,15.321,20190710,-24.9,7.342466653,NA,0.032874764394931,2019-07-11 01:04:00,23.6,"16.2",32.6,340,0.761926,1.2343664,18.84858,"12/12/19",1,1972.774772,0.032092078,32.86,1972.06649021092,-106.239247095171,1.45218230867397,-83.9903619439775,7.36680803425482,7.37572483841849,71.0755837121439,1855.66516261546,1862.43860067858,1891.18190925854,31.5133009404382,1993.77079391112,1972.06649021092,0.486151114318737,0.760117391979393,1905.94426083326,1926.92083199763
"127","N_25_1_BC","25","Mytilus","Night","Before","Control","Before_Control",1,2019-07-11,01:00:00,7.3,4.15,47.7,50.7,33.3,14.6,15.272,20190710,-26.9,7.377690221,NA,0.032874764394931,2019-07-11 01:00:00,45,"11.86",56.6,526,1.452825,2.1431024,29.159862,"12/13/19",1,2083.56743,-0.016058326,33.36,2083.92184207232,-106.239247095171,1.45218230867397,-84.0615188771025,7.40218622437134,7.41063369026949,69.0142011808744,1802.85652939471,1809.43682486785,1991.81779084468,36.0540387367776,2096.88603076233,2083.92184207232,0.555959331150791,0.869084105874063,2044.69507798625,2057.41523488916
"128","N_26_1_BC","26","Phyllospadix","Night","Before","Removal","Before_Removal",1,2019-07-11,00:55:00,7.3,6.71,79.4,50.4,33,14.6,15.054,20190710,-56.3,7.893057243,NA,0.0327077114719391,2019-07-11 00:55:00,1.998,"0.1834",31,184,0.06450543,1.173784,10.200408,"12/16/19",1,2193.567952,-0.207713212,32.74,2198.1522449028,-106.239247095171,1.45218230867397,-84.3780946203934,7.91644987492965,7.92327104849389,20.4792146351295,534.078915508516,536.025532205066,1919.05148176125,112.283762170931,2051.81445856731,2198.1522449028,1.73366315720084,2.71181138997996,2116.69130876817,1975.77662863217
"129","N_27_1_BC","27","Phyllospadix","Night","Before","Control","Before_Control",1,2019-07-11,00:53:00,6.9,6.96,82.9,50.5,33.2,14.6,15.435,20190710,-58,7.919870283,NA,0.0327633885233357,2019-07-11 00:53:00,9.12,"-1.21",8.4,84.4,0.2944392,0.3180576,4.6788828,"12/16/19",1,2183.89164,-0.207713212,32.74,2188.4759329028,-106.239247095171,1.45218230867397,-83.8248131607887,7.94441490996214,7.95702329959753,18.6206893934905,486.155199953421,487.927049751272,1889.32680751197,120.051098953969,2027.99859585943,2188.4759329028,1.85201085858858,2.895695643361,2107.37358950699,1952.84335377758
"130","N_28_1_BC","28","Phyllospadix","Night","Before","Removal","Before_Removal",1,2019-07-11,00:50:00,6.9,5.83,68.1,50.6,33.2,14.6,15.157,20190710,-51.6,7.810121365,NA,0.0328190728371294,2019-07-11 00:50:00,14.44,"1.708",10.62,50.6,0.4661954,0.40211568,2.8051122,"12/17/19",1,2226.933571,0.213123483,33.23,2222.22987179315,-106.239247095171,1.45218230867397,-84.2285198426,7.83417643623699,7.84240723217994,25.4299194253759,663.932859938306,666.353117580136,1981.7106696988,96.7126388601079,2103.85322798429,2222.22987179315,1.49197182610008,2.33275971186685,2171.90290116724,2056.20714017406
"131","N_29_1_BC","29","Phyllospadix","Night","Before","Control","Before_Control",1,2019-07-11,00:49:00,6.9,6.57,77.8,50.6,33.2,14.7,15.196,20190710,-52.1,7.81857718,NA,0.0327843389194987,2019-07-11 00:49:00,13.7,"-3.3",-1.82,154,0.4423045,0,8.537298,"12/17/19",1,2204.186737,0.213123483,33.25,2199.48303779315,-106.239247095171,1.45218230867397,-84.1718847325617,7.84270094665189,7.85004086232964,24.610259259884,644.497423094015,646.843791682907,1956.45393436566,97.5477308985043,2078.61192452404,2199.48303779315,1.50526482385565,2.35304433489654,2150.96502960653,2032.76019089484
"132","N_30_1_BC","30","Mytilus","Night","Before","Control","Before_Control",1,2019-07-11,00:45:00,6.9,4.6,54.4,50.6,33.2,14.6,15.165,20190710,-37,7.554855156,NA,0.0328190728371294,2019-07-11 00:45:00,33.4,"11.3",85,498,1.078319,3.21844,27.607626,"12/17/19",1,2122.517788,0.213123483,33.16,2117.81408879315,-106.239247095171,1.45218230867397,-84.2169023841306,7.5789230678497,7.58660646830794,45.8408162439356,1196.82739538576,1201.19280460252,1982.19712443738,53.6771023970469,2081.71504307836,2117.81408879315,0.828068858703395,1.29471993937322,2065.49162307002,2030.28443613172
"133","N_31_1_BC","31","Mytilus","Night","Before","Control","Before_Control",1,2019-07-11,00:43:00,7.2,3.03,34.5,50.6,33.2,14.6,15.013,20190710,-30.2,7.436897982,NA,0.0328190728371294,2019-07-11 00:43:00,36.8,"0.25",49.4,368,1.188088,1.8704816,20.400816,"12/18/19",1,2084.651982,0.085007907,33.47,2082.77583199014,-106.239247095171,1.45218230867397,-84.4376340950491,7.46069759780221,7.46602871866097,60.4276609189295,1577.66562536774,1583.42255845709,1979.48645150605,40.6085054282454,2080.52261785323,2082.77583199014,0.626461512301525,0.979498507523524,2050.30903225617,2048.0909417514
"134","N_32_1_BC","32","Mytilus","Night","Before","Removal","Before_Removal",1,2019-07-11,00:42:00,7.2,3.65,41.7,50.6,33.2,14.6,15.147,20190710,-30.7,7.444839039,NA,0.0328190728371294,2019-07-11 00:42:00,31,"7.22",39.2,374,1.000835,1.4842688,20.733438,"12/18/19",1,2071.935369,0.085007907,33.52,2070.05921899014,-106.239247095171,1.45218230867397,-84.2430416656868,7.46887472349896,7.47596326368596,58.6351752367164,1530.86680837257,1536.45268285931,1965.21252087069,41.2485360602814,2065.09623216769,2070.05921899014,0.636335171857231,0.994936382969501,2040.83485354557,2035.94193241944
"135","N2_Ocean_4_BC","Ocean","Ocean","Night","Before","Ocean","Before_Ocean",4,2019-07-12,04:22:00,4.6,7.92,95.3,50.7,33.2,15.2,15.42,20190710,-57.1,7.904266863,NA,0.0326685991320422,2019-07-12 04:22:00,19.46,"7.24",14.12,122.4,0.6282661,0.53463968,6.7854888,"8/30/19",1,2148.429276,0.232710928,31.5,2143.29327600576,-106.239247095171,1.45218230867397,-83.8465958954188,7.92878504917898,7.93209107783125,19.1197128105366,508.371013227313,510.209788045372,1857.71718179123,114.056579723395,1990.89347432516,2143.29327600576,1.76246799311787,2.75214794807219,1985.69818218181,1844.50424827184
"136","N_1_4_BC","1","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-12,04:31:00,4.9,3.64,41.1,50.5,33.1,15.3,15.572,20190710,-39.5,7.595898766,NA,0.0325257788138641,2019-07-12 04:31:00,19.1,"2.09",11.9,146,0.6166435,0.4505816,8.093802,"8/31/19",1,2180.127486,0.048572063,31.51,2179.05548599797,-106.239247095171,1.45218230867397,-83.6258641845003,7.62044361365283,7.62419627521203,42.3048357401987,1127.61001135275,1131.6861924484,2025.88609705692,61.3041850824957,2129.49511787961,2179.05548599797,0.947992703787478,1.48031187368943,2019.47171658224,1973.5409165996
"137","N_2_4_BC","2","Phyllospadix","Night","Before","Removal","Before_Removal",4,2019-07-12,04:33:00,4.9,3.45,39,50.5,33.1,15.3,15.409,20190710,-39.5,7.596962384,NA,0.0325257788138641,2019-07-12 04:33:00,20.6,"6.58",3.22,106.2,0.665071,0.12192208,5.8874094,"9/1/19",1,2200.682955,0.396650635,31.41,2191.92875649036,-106.239247095171,1.45218230867397,-83.8625699008142,7.62122018877995,7.62272416102526,42.7119645706975,1138.46178602929,1142.57724457409,2038.46117565054,61.4759756392576,2142.6491158605,2191.92875649036,0.950649230322669,1.48446009946913,2024.95536004006,1979.42966850524
"138","N_3_4_BC","3","Phyllospadix","Night","Before","Removal","Before_Removal",4,2019-07-12,04:36:00,5.5,3.96,45,50.5,33.1,15.4,15.411,20190710,-38.7,7.582977248,NA,0.03249266438843,2019-07-12 04:36:00,24.8,"3.66",11.24,104.2,0.800668,0.42559136,5.7765354,"9/2/19",1,2206.623404,0.36850704,31.45,2198.49034307509,-106.239247095171,1.45218230867397,-83.8596655361968,7.60723850765581,7.60738939691031,44.3716252663662,1186.2714234479,1190.55449751974,2048.96673844298,59.8781847360033,2153.21654844535,2198.49034307509,0.926208331863997,1.44597932886736,2033.60356734446,1991.72530731195
"139","N_4_4_BC","4","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-12,04:38:00,5.5,3.05,33,50.5,33.2,15.4,15.368,20190710,-31.2,7.452247993,NA,0.03249266438843,2019-07-12 04:38:00,18.3,"1.75",9.36,151.8,0.5908155,0.35440704,8.4153366,"12/21/19",2,2199.065191,0.651415064,32.95,2184.688265113,-106.239247095171,1.45218230867397,-83.9221093754698,7.47667256094633,7.47625788184567,60.6450366820727,1622.24452931045,1628.10453145529,2072.4546876057,44.887390655427,2177.9871149432,2184.688265113,0.694022534955114,1.08326517630231,2117.21995104333,2110.72574815819
"140","N_5_4_BC","5","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-12,04:43:00,5.5,3.95,44.4,50.5,33.1,15.4,15.425,20190710,-28.3,7.401258276,NA,0.03249266438843,2019-07-12 04:43:00,25.2,"5.32",21.4,126.2,0.813582,0.8102896,6.9961494,"9/4/19",1,2595.079536,0.537981023,31.48,2583.20613342808,-106.239247095171,1.45218230867397,-83.8393349838754,7.42554331580102,7.4258591952431,81.1775417275762,2170.27430027828,2178.11869992503,2467.94380023479,47.4830690345446,2596.60441099691,2583.20613342808,0.734478080058177,1.14665360344249,2391.74497295047,2404.15020171126
"141","N_6_4_BC","6","Phyllospadix","Night","Before","Removal","Before_Removal",4,2019-07-12,04:40:00,5.5,2.68,30.2,50.5,33.1,15.4,15.428,20190710,-25.4,7.350594909,NA,0.03249266438843,2019-07-12 04:40:00,20.2,"15.1",9.73,138.8,0.652157,0.36841672,7.6946556,"9/4/19",1,2457.133305,0.537981023,31.44,2445.25990242808,-106.239247095171,1.45218230867397,-83.8349784369494,7.37488498760918,7.37523038616052,86.7382363838035,2318.93897337967,2327.32209690274,2346.82739212505,40.1842489133105,2473.74987742216,2445.25990242808,0.621578398164533,0.970396706762057,2261.14621565703,2287.49106312214
"142","N_7_4_BC","7","Phyllospadix","Night","Before","Removal","Before_Removal",4,2019-07-12,04:48:00,5.4,2.94,33.6,50.2,33,15.5,15.469,20190710,-34.6,7.511009012,NA,0.0322969363330714,2019-07-12 04:48:00,64.8,"20.4",4.64,150.6,2.092068,0.17568896,8.3488122,"9/5/19",1,2472.441891,0.544759247,31.37,2460.41889099094,-106.239247095171,1.45218230867397,-83.7754389622937,7.53513332871926,7.53472103345469,59.2770133841855,1588.65795356116,1594.38914250135,2318.79882108771,57.4055377324876,2435.48137220438,2460.41889099094,0.888606127693337,1.38727036820098,2270.09825324664,2247.08972488386
"143","N_8_4_BC","8","Phyllospadix","Night","Before","Control","Before_Control",4,2019-07-12,04:50:00,5.4,3.14,36.2,50.7,33.3,15.2,15.286,20190710,-30,7.431774807,NA,0.0326685991320422,2019-07-12 04:50:00,47.4,"1.46",4.68,224,1.530309,0.17720352,12.417888,"9/5/19",1,2339.850383,0.544759247,31.6,2327.82738299094,-106.239247095171,1.45218230867397,-84.0411883247811,7.45629564614212,7.45740062916596,67.9177533009792,1806.86352699681,1813.40835443793,2214.0147797305,45.6736461780615,2327.60617920954,2327.82738299094,0.705463957440177,1.10137350057132,2163.51015595628,2163.30456655945
"144","N_9_4_BC","9","Mytilus","Night","Before","Control","Before_Control",4,2019-07-12,04:54:00,5.4,3.07,33.7,50.8,33.3,15.1,15.243,20190710,-26.9,7.3778574,NA,0.0327573496562557,2019-07-12 04:54:00,50.8,"16.26",47,306,1.640078,1.779608,16.963722,"9/7/19",1,2285.824025,0.267242737,31.69,2279.92589762159,-106.239247095171,1.45218230867397,-84.1036321640541,7.40230249613141,7.40409447400886,75.8011269918151,2010.49771018932,2017.79104062894,2180.47715212521,39.633598703554,2295.91187782058,2279.92589762159,0.611998582267312,0.955662024033237,2125.02504987142,2139.92492376865
"145","N_10_4_BC","10","Mytilus","Night","Before","Removal","Before_Removal",4,2019-07-12,04:56:00,5.4,1.72,19.6,50.8,33.3,15.1,15.297,20190710,-23.6,7.319888481,NA,0.0327573496562557,2019-07-12 04:56:00,102.2,"20.6",107.2,470,3.299527,4.0590208,26.05539,"9/7/19",1,2304.472161,0.267242737,31.65,2298.57403362159,-106.239247095171,1.45218230867397,-84.0252143193857,7.34442808085754,7.34683066772771,87.6017601474817,2323.48970489692,2331.92137000071,2208.63984985357,35.186256550644,2331.42786655169,2298.57403362159,0.543325355977757,0.848425836998896,2139.70200482716,2170.28505812827
"146","N_11_4_BC","11","Mytilus","Night","Before","Removal","Before_Removal",4,2019-07-12,04:58:00,5.4,2.59,28.2,50.8,33.3,15.1,15.354,20190710,-25.3,7.349267854,NA,0.0327573496562557,2019-07-12 04:58:00,54.8,"9.04",51,390,1.769218,1.931064,21.62043,"9/8/19",1,2126.885729,0.658535281,31.88,2112.35165778775,-106.239247095171,1.45218230867397,-83.9424399277913,7.3739076147241,7.37705039018683,74.8820557649192,1986.12088796378,1993.3255941998,2023.9955465964,34.5682533462906,2133.44585570761,2112.35165778775,0.533782516132961,0.833524283457193,1980.64031912569,2000.41923176349
"147","N_12_4_BC","12","Mytilus","Night","Before","Control","Before_Control",4,2019-07-12,05:00:00,5.4,4.07,46.3,50.8,33.4,15.2,15.343,20190710,-27,7.379027871,NA,0.0327233605901474,2019-07-12 05:00:00,31.8,"13.66",60.2,248,1.026663,2.2794128,13.748376,"9/8/19",1,2097.60161,0.658535281,31.89,2083.06753878775,-106.239247095171,1.45218230867397,-83.9584139331867,7.40388937280496,7.40568362236483,68.7122101539735,1829.02054381619,1835.64579096814,1990.22066703318,36.5344032888328,2095.46728047598,2083.06753878775,0.56404966669443,0.880415718698396,1953.79481799827,1965.42504630527
"148","N_13_4_BC","13","Mytilus","Night","Before","Control","Before_Control",4,2019-07-12,05:02:00,5.4,3.08,33.8,50.8,33.3,15.1,15.248,20190710,-24.7,7.339383627,NA,0.0327573496562557,2019-07-12 05:02:00,39.8,"19.94",65.4,264,1.284943,2.4763056,14.635368,"11/21/19",1,2102.297907,-0.569820019,32.41,2114.87400576534,-106.239247095171,1.45218230867397,-84.0963712525107,7.3638373139575,7.36565980428717,77.0640867083772,2043.99559760838,2051.41072050249,2029.05231168721,33.7575206181859,2139.87391901377,2114.87400576534,0.521263661009334,0.8139755544688,2015.97254490749,2039.80334456578
"149","N_14_4_BC","14","Mytilus","Night","Before","Control","Before_Control",4,2019-07-12,05:04:00,5.4,1.86,21.3,50.7,33.3,15,15.296,20190710,-23.7,7.321641252,NA,0.0327364768634685,2019-07-12 05:04:00,31,"10.38",57.4,262,1.000835,2.1733936,14.524494,"11/22/19",1,2138.041408,-0.799098459,32.4,2155.67775071967,-106.239247095171,1.45218230867397,-84.0266665016943,7.34617910582821,7.34979574259328,81.8172429513929,2163.49719499148,2171.3568577637,2072.07249302163,33.1093276103297,2186.99906358336,2155.67775071967,0.511111818947496,0.798295303805333,2054.23409186227,2084.0814605912
"150","N_15_4_BC","15","Mytilus","Night","Before","Removal","Before_Removal",4,2019-07-12,05:05:00,4.9,2.9,31.9,50.7,33.3,15,15.201,20190710,-27.8,7.393829574,NA,0.0327364768634685,2019-07-12 05:05:00,34.8,"10.88",20.2,156.6,1.123518,0.7648528,8.6814342,"11/22/19",1,2170.224044,-0.799098459,32.48,2187.86038671967,-106.239247095171,1.45218230867397,-84.1646238210184,7.41820100377624,7.42074055706196,70.0520234752263,1852.38894424943,1859.1160830043,2088.93825740769,39.302107018594,2198.29238790151,2187.86038671967,0.606710339852254,0.947608717152255,2090.05015766632,2100.01578703061
"151","N_16_4_BC","16","Mytilus","Night","Before","Removal","Before_Removal",4,2019-07-12,05:09:00,4.9,3.74,42,50.7,33.3,15.2,15.354,20190710,-27.8,7.392939244,NA,0.0326685991320422,2019-07-12 05:09:00,35.8,"33.9",110,398,1.155803,4.16504,22.063926,"11/23/19",1,2082.807287,-0.539790416,33.1,2094.72062341824,-106.239247095171,1.45218230867397,-83.9424399277913,7.41757921732848,7.41952325812581,66.9013604334444,1779.823716164,1786.27040694204,1998.73299903381,37.7887546021563,2103.42311406941,2094.72062341824,0.583675852469555,0.911237363799493,2039.27213632776,2047.74426693228
