PoolID,Foundation_spp,Removal_Control,Date.Time,Temp.C,Intensity.lux,LoggerDepth
6,Phyllospadix,Removal,6/16/19 0:13,10.16,0,0.065
6,Phyllospadix,Removal,6/16/19 0:28,10.16,0,0.065
6,Phyllospadix,Removal,6/16/19 0:43,10.08,0,0.065
6,Phyllospadix,Removal,6/16/19 0:58,9.99,0,0.065
6,Phyllospadix,Removal,6/16/19 1:13,9.82,0,0.065
6,Phyllospadix,Removal,6/16/19 1:28,9.65,0,0.065
6,Phyllospadix,Removal,6/16/19 1:43,9.52,0,0.065
6,Phyllospadix,Removal,6/16/19 1:58,9.39,0,0.065
6,Phyllospadix,Removal,6/16/19 2:13,9.35,0,0.065
6,Phyllospadix,Removal,6/16/19 2:28,9.39,0,0.065
6,Phyllospadix,Removal,6/16/19 2:43,9.44,0,0.065
6,Phyllospadix,Removal,6/16/19 2:58,9.48,0,0.065
6,Phyllospadix,Removal,6/16/19 3:13,9.61,0,0.065
6,Phyllospadix,Removal,6/16/19 3:28,9.61,0,0.065
6,Phyllospadix,Removal,6/16/19 3:43,9.65,0,0.065
6,Phyllospadix,Removal,6/16/19 3:58,9.69,0,0.065
6,Phyllospadix,Removal,6/16/19 4:13,9.74,0,0.065
6,Phyllospadix,Removal,6/16/19 4:28,9.61,0,0.065
6,Phyllospadix,Removal,6/16/19 4:43,9.69,0,0.065
6,Phyllospadix,Removal,6/16/19 4:58,9.74,0,0.065
6,Phyllospadix,Removal,6/16/19 5:13,9.78,5,0.065
6,Phyllospadix,Removal,6/16/19 5:28,9.86,30,0.065
6,Phyllospadix,Removal,6/16/19 5:43,9.82,77,0.065
6,Phyllospadix,Removal,6/16/19 5:58,9.91,162,0.065
6,Phyllospadix,Removal,6/16/19 6:13,9.95,236,0.065
6,Phyllospadix,Removal,6/16/19 6:28,9.99,416,0.065
6,Phyllospadix,Removal,6/16/19 6:43,10.04,492,0.065
6,Phyllospadix,Removal,6/16/19 6:58,10.12,685,0.065
6,Phyllospadix,Removal,6/16/19 7:13,10.25,791,0.065
6,Phyllospadix,Removal,6/16/19 7:28,10.38,943,0.065
6,Phyllospadix,Removal,6/16/19 7:43,10.81,"2,343",0.065
6,Phyllospadix,Removal,6/16/19 7:58,11.19,"2,961",0.065
6,Phyllospadix,Removal,6/16/19 8:13,11.67,"4,019",0.065
6,Phyllospadix,Removal,6/16/19 8:28,12.14,"5,635",0.065
6,Phyllospadix,Removal,6/16/19 8:43,12.7,"8,456",0.065
6,Phyllospadix,Removal,6/16/19 8:58,13.21,"12,549",0.065
6,Phyllospadix,Removal,6/16/19 9:13,13.81,"15,964",0.065
6,Phyllospadix,Removal,6/16/19 9:28,14.37,"17,976",0.065
6,Phyllospadix,Removal,6/16/19 9:43,14.93,"18,836",0.065
6,Phyllospadix,Removal,6/16/19 9:58,14.8,"9,938",0.065
