PoolID,Foundation_spp,Removal_Control,Date.Time,Temp.C,Intensity.lux,LoggerDepth
11,Mytilus,Removal,6/16/19 0:14,9.44,0,0.225
11,Mytilus,Removal,6/16/19 0:29,9.35,0,0.225
11,Mytilus,Removal,6/16/19 0:44,9.26,0,0.225
11,Mytilus,Removal,6/16/19 0:59,9.26,0,0.225
11,Mytilus,Removal,6/16/19 1:14,9.26,0,0.225
11,Mytilus,Removal,6/16/19 1:29,9.14,0,0.225
11,Mytilus,Removal,6/16/19 1:44,9.14,0,0.225
11,Mytilus,Removal,6/16/19 1:59,9.18,0,0.225
11,Mytilus,Removal,6/16/19 2:14,9.14,0,0.225
11,Mytilus,Removal,6/16/19 2:29,9.22,0,0.225
11,Mytilus,Removal,6/16/19 2:44,9.26,0,0.225
11,Mytilus,Removal,6/16/19 2:59,9.35,0,0.225
11,Mytilus,Removal,6/16/19 3:14,9.44,0,0.225
11,Mytilus,Removal,6/16/19 3:29,9.44,0,0.225
11,Mytilus,Removal,6/16/19 3:44,9.44,0,0.225
11,Mytilus,Removal,6/16/19 3:59,9.44,0,0.225
11,Mytilus,Removal,6/16/19 4:14,9.44,0,0.225
11,Mytilus,Removal,6/16/19 4:29,9.48,0,0.225
11,Mytilus,Removal,6/16/19 4:44,9.48,0,0.225
11,Mytilus,Removal,6/16/19 4:59,9.56,2,0.225
11,Mytilus,Removal,6/16/19 5:14,9.61,25,0.225
11,Mytilus,Removal,6/16/19 5:29,9.61,150,0.225
11,Mytilus,Removal,6/16/19 5:44,9.61,415,0.225
11,Mytilus,Removal,6/16/19 5:59,9.65,829,0.225
11,Mytilus,Removal,6/16/19 6:14,9.74,"1,250",0.225
11,Mytilus,Removal,6/16/19 6:29,9.82,"2,083",0.225
11,Mytilus,Removal,6/16/19 6:44,9.86,"2,577",0.225
11,Mytilus,Removal,6/16/19 6:59,9.91,"2,353",0.225
11,Mytilus,Removal,6/16/19 7:14,9.95,"2,419",0.225
11,Mytilus,Removal,6/16/19 7:29,9.99,"2,580",0.225
11,Mytilus,Removal,6/16/19 7:44,10.04,"2,408",0.225
11,Mytilus,Removal,6/16/19 7:59,10.12,"2,606",0.225
11,Mytilus,Removal,6/16/19 8:14,10.25,"2,817",0.225
11,Mytilus,Removal,6/16/19 8:29,10.29,"2,959",0.225
11,Mytilus,Removal,6/16/19 8:44,10.42,"3,206",0.225
11,Mytilus,Removal,6/16/19 8:59,10.59,"3,692",0.225
11,Mytilus,Removal,6/16/19 9:14,10.68,"3,868",0.225
11,Mytilus,Removal,6/16/19 9:29,10.85,"4,351",0.225
11,Mytilus,Removal,6/16/19 9:44,11.07,"5,219",0.225
11,Mytilus,Removal,6/16/19 9:59,10.98,"8,230",0.225
11,Mytilus,Removal,6/16/19 10:14,9.91,"5,555",0.225
11,Mytilus,Removal,6/16/19 10:29,9.26,"7,813",0.225
11,Mytilus,Removal,6/16/19 10:44,9.26,"14,746",0.225
11,Mytilus,Removal,6/16/19 10:59,9.26,"11,884",0.225
11,Mytilus,Removal,6/16/19 11:14,9.35,"12,908",0.225
11,Mytilus,Removal,6/16/19 11:29,9.52,"4,975",0.225
11,Mytilus,Removal,6/16/19 11:44,9.86,"19,523",0.225
11,Mytilus,Removal,6/16/19 11:59,9.82,"11,791",0.225
11,Mytilus,Removal,6/16/19 12:14,10.04,"27,484",0.225
