Date.Time,OceanTemp.C
7/10/19 16:00,14.69722222
7/10/19 17:00,14.36111111
7/10/19 18:00,13.95388889
7/10/19 19:00,14.14611111
7/10/19 20:00,14.19388889
7/10/19 21:00,14.52888889
7/10/19 22:00,15.29388889
7/10/19 23:00,15.43777778
7/11/19 0:00,15.34222222
7/11/19 1:00,15.36611111
7/11/19 2:00,15.27
7/11/19 3:00,15.10277778
7/11/19 4:00,15.12722222
7/11/19 5:00,15.00777778
7/11/19 6:00,14.29
7/11/19 7:00,13.97777778
7/11/19 8:00,14.05
7/11/19 9:00,14.67277778
7/11/19 10:00,15.43777778
7/11/19 11:00,15.67611111
7/11/19 12:00,15.86722222
7/11/19 13:00,15.93888889
7/11/19 14:00,15.93888889
7/11/19 15:00,16.01
7/11/19 16:00,16.29611111
7/11/19 17:00,15.58111111
7/11/19 18:00,15.67611111
7/11/19 19:00,14.57722222
7/11/19 20:00,14.505
7/11/19 21:00,14.76777778
7/11/19 22:00,14.79222222
7/11/19 23:00,14.67277778
7/12/19 0:00,14.64888889
7/12/19 1:00,14.625
7/12/19 2:00,14.31388889
7/12/19 3:00,14.81611111
7/12/19 4:00,14.57722222
7/12/19 5:00,14.57722222
7/12/19 6:00,14.55277778
7/12/19 7:00,14.48111111
7/12/19 8:00,14.33722222
7/12/19 9:00,14.36111111
7/12/19 10:00,14.45722222
7/12/19 11:00,14.40888889
7/12/19 12:00,14.36111111
7/12/19 13:00,14.745
7/12/19 14:00,15.36611111
7/12/19 15:00,15.15111111
7/12/19 16:00,15.19888889
7/12/19 17:00,15.00777778
7/12/19 18:00,15.055
7/12/19 19:00,14.36111111
7/12/19 20:00,14.40888889
7/12/19 21:00,14.17
7/12/19 22:00,13.95388889
7/12/19 23:00,14.24222222
7/13/19 0:00,14.12222222
7/13/19 1:00,14.52888889
7/13/19 2:00,14.31388889
7/13/19 3:00,14.79222222
7/13/19 4:00,14.72111111
7/13/19 5:00,14.43277778
7/13/19 6:00,14.31388889
7/13/19 7:00,14.385
7/13/19 8:00,14.385
7/13/19 9:00,14.21777778
7/13/19 10:00,14.31388889
7/13/19 11:00,14.24222222
7/13/19 12:00,14.33722222
7/13/19 13:00,15.12722222
7/13/19 14:00,15.34222222
7/13/19 15:00,15.31777778
7/13/19 16:00,15.31777778
7/13/19 17:00,15.03111111
7/13/19 18:00,13.95388889
7/13/19 19:00,14.69722222
7/13/19 20:00,14.48111111
7/13/19 21:00,14.31388889
7/13/19 22:00,14.02611111
7/13/19 23:00,14.00222222
7/14/19 0:00,13.73777778
7/14/19 1:00,13.64222222
7/14/19 2:00,13.25722222
7/14/19 3:00,13.88222222
7/14/19 4:00,13.59388889
7/14/19 5:00,14.14611111
7/14/19 6:00,13.78611111
7/14/19 7:00,13.35277778
7/14/19 8:00,13.71388889
7/14/19 9:00,13.47277778
7/14/19 10:00,13.52222222
7/14/19 11:00,13.49722222
7/14/19 12:00,14.07388889
7/14/19 13:00,14.17
7/14/19 14:00,14.33722222
7/14/19 15:00,14.14611111
7/14/19 16:00,14.05
7/14/19 17:00,14.14611111
7/14/19 18:00,14.505
7/14/19 19:00,14.00222222
7/14/19 20:00,13.64222222
7/14/19 21:00,13.16111111
7/14/19 22:00,12.89611111
7/14/19 23:00,13.01611111
7/15/19 0:00,13.04
7/15/19 1:00,12.65388889
7/15/19 2:00,12.46111111
7/15/19 3:00,12.50888889
7/15/19 4:00,13.16111111
7/15/19 5:00,13.90611111
