PoolID,Foundation_spp,Removal_Control,Date.Time,Temp.C,Intensity.lux,LoggerDepth
17,Mytilus,Removal,6/16/19 0:11,10.16,0,0.123
17,Mytilus,Removal,6/16/19 0:26,10.12,0,0.123
17,Mytilus,Removal,6/16/19 0:41,10.12,0,0.123
17,Mytilus,Removal,6/16/19 0:56,10.08,0,0.123
17,Mytilus,Removal,6/16/19 1:11,9.95,0,0.123
17,Mytilus,Removal,6/16/19 1:26,9.78,0,0.123
17,Mytilus,Removal,6/16/19 1:41,9.61,0,0.123
17,Mytilus,Removal,6/16/19 1:56,9.52,0,0.123
17,Mytilus,Removal,6/16/19 2:11,9.52,0,0.123
17,Mytilus,Removal,6/16/19 2:26,9.48,0,0.123
17,Mytilus,Removal,6/16/19 2:41,9.48,0,0.123
17,Mytilus,Removal,6/16/19 2:56,9.56,0,0.123
17,Mytilus,Removal,6/16/19 3:11,9.56,0,0.123
17,Mytilus,Removal,6/16/19 3:26,9.65,0,0.123
17,Mytilus,Removal,6/16/19 3:41,9.65,0,0.123
17,Mytilus,Removal,6/16/19 3:56,9.69,0,0.123
17,Mytilus,Removal,6/16/19 4:11,9.69,0,0.123
17,Mytilus,Removal,6/16/19 4:26,9.65,0,0.123
17,Mytilus,Removal,6/16/19 4:41,9.69,0,0.123
17,Mytilus,Removal,6/16/19 4:56,9.74,2,0.123
17,Mytilus,Removal,6/16/19 5:11,9.74,25,0.123
17,Mytilus,Removal,6/16/19 5:26,9.74,164,0.123
17,Mytilus,Removal,6/16/19 5:41,9.78,496,0.123
17,Mytilus,Removal,6/16/19 5:56,9.82,"1,102",0.123
17,Mytilus,Removal,6/16/19 6:11,9.91,"1,663",0.123
17,Mytilus,Removal,6/16/19 6:26,9.99,"2,651",0.123
17,Mytilus,Removal,6/16/19 6:41,10.12,"3,067",0.123
17,Mytilus,Removal,6/16/19 6:56,10.21,"4,164",0.123
17,Mytilus,Removal,6/16/19 7:11,10.25,"4,822",0.123
17,Mytilus,Removal,6/16/19 7:26,10.59,"12,339",0.123
17,Mytilus,Removal,6/16/19 7:41,11.19,"19,584",0.123
17,Mytilus,Removal,6/16/19 7:56,11.67,"23,071",0.123
17,Mytilus,Removal,6/16/19 8:11,12.14,"26,972",0.123
17,Mytilus,Removal,6/16/19 8:26,12.7,"30,986",0.123
17,Mytilus,Removal,6/16/19 8:41,13.17,"34,560",0.123
17,Mytilus,Removal,6/16/19 8:56,13.68,"38,810",0.123
17,Mytilus,Removal,6/16/19 9:11,14.2,"41,144",0.123
17,Mytilus,Removal,6/16/19 9:26,14.88,"46,019",0.123
17,Mytilus,Removal,6/16/19 9:41,15.57,"50,340",0.123
17,Mytilus,Removal,6/16/19 9:56,16.17,"50,196",0.123
17,Mytilus,Removal,6/16/19 10:11,15.18,"41,298",0.123
17,Mytilus,Removal,6/16/19 10:26,10.55,"48,579",0.123
17,Mytilus,Removal,6/16/19 10:41,10.34,"42,353",0.123
17,Mytilus,Removal,6/16/19 10:56,10.42,"50,422",0.123
17,Mytilus,Removal,6/16/19 11:11,10.55,"53,555",0.123
17,Mytilus,Removal,6/16/19 11:26,10.51,"59,740",0.123
17,Mytilus,Removal,6/16/19 11:41,10.55,"33,720",0.123
17,Mytilus,Removal,6/16/19 11:56,10.55,"25,641",0.123
17,Mytilus,Removal,6/16/19 12:11,10.59,"14,193",0.123
17,Mytilus,Removal,6/16/19 12:26,10.51,"28,549",0.123
17,Mytilus,Removal,6/16/19 12:41,10.72,"22,047",0.123
17,Mytilus,Removal,6/16/19 12:56,10.77,"45,076",0.123
17,Mytilus,Removal,6/16/19 13:11,10.98,"61,706",0.123
17,Mytilus,Removal,6/16/19 13:26,11.11,"25,723",0.123
17,Mytilus,Removal,6/16/19 13:41,11.15,"17,480",0.123
17,Mytilus,Removal,6/16/19 13:56,11.11,"30,474",0.123
17,Mytilus,Removal,6/16/19 14:11,11.11,"11,561",0.123
17,Mytilus,Removal,6/16/19 14:26,10.98,"21,074",0.123
17,Mytilus,Removal,6/16/19 14:41,11.24,"38,380",0.123
17,Mytilus,Removal,6/16/19 14:56,11.41,"14,986",0.123
17,Mytilus,Removal,6/16/19 15:11,11.37,"22,958",0.123
17,Mytilus,Removal,6/16/19 15:26,11.67,"42,332",0.123
17,Mytilus,Removal,6/16/19 15:41,11.88,"37,212",0.123
17,Mytilus,Removal,6/16/19 15:56,12.31,"38,799",0.123
17,Mytilus,Removal,6/16/19 16:11,12.14,"29,942",0.123
17,Mytilus,Removal,6/16/19 16:26,13,"34,243",0.123
17,Mytilus,Removal,6/16/19 16:41,13.94,"28,529",0.123
17,Mytilus,Removal,6/16/19 16:56,14.5,"27,167",0.123
17,Mytilus,Removal,6/16/19 17:11,14.5,"22,262",0.123
17,Mytilus,Removal,6/16/19 17:26,14.97,"24,371",0.123
17,Mytilus,Removal,6/16/19 17:41,15.78,"27,617",0.123
17,Mytilus,Removal,6/16/19 17:56,16,"25,375",0.123
17,Mytilus,Removal,6/16/19 18:11,15.27,"15,421",0.123
17,Mytilus,Removal,6/16/19 18:26,15.27,"15,201",0.123
17,Mytilus,Removal,6/16/19 18:41,15.31,"13,573",0.123
17,Mytilus,Removal,6/16/19 18:56,15.06,"11,392",0.123
17,Mytilus,Removal,6/16/19 19:11,14.88,"9,334",0.123
17,Mytilus,Removal,6/16/19 19:26,14.75,"8,013",0.123
17,Mytilus,Removal,6/16/19 19:41,13.81,"5,934",0.123
17,Mytilus,Removal,6/16/19 19:56,12.35,"3,480",0.123
17,Mytilus,Removal,6/16/19 20:11,10.81,"2,314",0.123
17,Mytilus,Removal,6/16/19 20:26,10.64,"1,254",0.123
17,Mytilus,Removal,6/16/19 20:41,10.25,"1,069",0.123
17,Mytilus,Removal,6/16/19 20:56,10.21,390,0.123
17,Mytilus,Removal,6/16/19 21:11,10.21,50,0.123
17,Mytilus,Removal,6/16/19 21:26,10.16,4,0.123
17,Mytilus,Removal,6/16/19 21:41,10.34,1,0.123
17,Mytilus,Removal,6/16/19 21:56,10.34,0,0.123
17,Mytilus,Removal,6/16/19 22:11,10.34,0,0.123
17,Mytilus,Removal,6/16/19 22:26,10.42,0,0.123
17,Mytilus,Removal,6/16/19 22:41,10.42,0,0.123
17,Mytilus,Removal,6/16/19 22:56,10.46,0,0.123
17,Mytilus,Removal,6/16/19 23:11,10.38,0,0.123
17,Mytilus,Removal,6/16/19 23:26,10.42,0,0.123
17,Mytilus,Removal,6/16/19 23:41,10.38,0,0.123
17,Mytilus,Removal,6/16/19 23:56,10.29,0,0.123
17,Mytilus,Removal,6/17/19 0:11,10.16,0,0.123
17,Mytilus,Removal,6/17/19 0:26,10.16,0,0.123
17,Mytilus,Removal,6/17/19 0:41,10.16,0,0.123
17,Mytilus,Removal,6/17/19 0:56,10.04,0,0.123
17,Mytilus,Removal,6/17/19 1:11,10.04,0,0.123
17,Mytilus,Removal,6/17/19 1:26,9.91,0,0.123
17,Mytilus,Removal,6/17/19 1:41,9.86,0,0.123
17,Mytilus,Removal,6/17/19 1:56,9.78,0,0.123
17,Mytilus,Removal,6/17/19 2:11,9.69,0,0.123
17,Mytilus,Removal,6/17/19 2:26,9.69,0,0.123
17,Mytilus,Removal,6/17/19 2:41,9.65,0,0.123
17,Mytilus,Removal,6/17/19 2:56,9.69,0,0.123
17,Mytilus,Removal,6/17/19 3:11,9.61,0,0.123
17,Mytilus,Removal,6/17/19 3:26,9.65,0,0.123
17,Mytilus,Removal,6/17/19 3:41,9.69,0,0.123
17,Mytilus,Removal,6/17/19 3:56,9.78,0,0.123
17,Mytilus,Removal,6/17/19 4:11,9.91,0,0.123
17,Mytilus,Removal,6/17/19 4:26,9.95,0,0.123
17,Mytilus,Removal,6/17/19 4:41,10.04,0,0.123
17,Mytilus,Removal,6/17/19 4:56,10.04,2,0.123
17,Mytilus,Removal,6/17/19 5:11,10.04,23,0.123
17,Mytilus,Removal,6/17/19 5:26,10.16,137,0.123
17,Mytilus,Removal,6/17/19 5:41,10.21,461,0.123
17,Mytilus,Removal,6/17/19 5:56,10.34,927,0.123
17,Mytilus,Removal,6/17/19 6:11,10.29,"1,432",0.123
17,Mytilus,Removal,6/17/19 6:26,10.42,"2,004",0.123
17,Mytilus,Removal,6/17/19 6:41,10.59,"3,436",0.123
17,Mytilus,Removal,6/17/19 6:56,10.77,"5,193",0.123
17,Mytilus,Removal,6/17/19 7:11,10.94,"6,226",0.123
