PoolID,Foundation_spp,Removal_Control,Date.Time,Temp.C,Intensity.lux,LoggerDepth
16,Mytilus,Removal,6/16/19 0:05,9.52,0,0.295
16,Mytilus,Removal,6/16/19 0:20,9.39,0,0.295
16,Mytilus,Removal,6/16/19 0:35,9.39,0,0.295
16,Mytilus,Removal,6/16/19 0:50,9.22,0,0.295
16,Mytilus,Removal,6/16/19 1:05,9.35,0,0.295
16,Mytilus,Removal,6/16/19 1:20,9.18,0,0.295
16,Mytilus,Removal,6/16/19 1:35,9.09,0,0.295
16,Mytilus,Removal,6/16/19 1:50,9.18,0,0.295
16,Mytilus,Removal,6/16/19 2:05,9.14,0,0.295
16,Mytilus,Removal,6/16/19 2:20,9.22,0,0.295
16,Mytilus,Removal,6/16/19 2:35,9.26,0,0.295
16,Mytilus,Removal,6/16/19 2:50,9.35,0,0.295
16,Mytilus,Removal,6/16/19 3:05,9.39,0,0.295
16,Mytilus,Removal,6/16/19 3:20,9.48,0,0.295
16,Mytilus,Removal,6/16/19 3:35,9.56,0,0.295
16,Mytilus,Removal,6/16/19 3:50,9.61,0,0.295
16,Mytilus,Removal,6/16/19 4:05,9.61,0,0.295
16,Mytilus,Removal,6/16/19 4:20,9.69,0,0.295
16,Mytilus,Removal,6/16/19 4:35,9.65,0,0.295
16,Mytilus,Removal,6/16/19 4:50,9.61,0,0.295
16,Mytilus,Removal,6/16/19 5:05,9.69,1,0.295
16,Mytilus,Removal,6/16/19 5:20,9.74,13,0.295
16,Mytilus,Removal,6/16/19 5:35,9.74,55,0.295
16,Mytilus,Removal,6/16/19 5:50,9.74,129,0.295
16,Mytilus,Removal,6/16/19 6:05,9.78,246,0.295
16,Mytilus,Removal,6/16/19 6:20,9.82,446,0.295
16,Mytilus,Removal,6/16/19 6:35,9.82,590,0.295
16,Mytilus,Removal,6/16/19 6:50,9.91,576,0.295
16,Mytilus,Removal,6/16/19 7:05,9.95,779,0.295
16,Mytilus,Removal,6/16/19 7:20,10.04,645,0.295
16,Mytilus,Removal,6/16/19 7:35,10.08,633,0.295
16,Mytilus,Removal,6/16/19 7:50,10.12,630,0.295
16,Mytilus,Removal,6/16/19 8:05,10.25,660,0.295
16,Mytilus,Removal,6/16/19 8:20,10.29,692,0.295
16,Mytilus,Removal,6/16/19 8:35,10.46,732,0.295
16,Mytilus,Removal,6/16/19 8:50,10.64,779,0.295
16,Mytilus,Removal,6/16/19 9:05,10.89,809,0.295
16,Mytilus,Removal,6/16/19 9:20,11.19,825,0.295
