PoolID,Foundation_spp,Removal_Control,Date.Time,Temp.C,Intensity.lux,LoggerDepth
30,Mytilus,Control,6/16/19 0:02,9.39,0,0.105
30,Mytilus,Control,6/16/19 0:17,9.31,0,0.105
30,Mytilus,Control,6/16/19 0:32,9.26,0,0.105
30,Mytilus,Control,6/16/19 0:47,9.22,0,0.105
30,Mytilus,Control,6/16/19 1:02,9.18,0,0.105
30,Mytilus,Control,6/16/19 1:17,9.14,0,0.105
30,Mytilus,Control,6/16/19 1:32,9.09,0,0.105
30,Mytilus,Control,6/16/19 1:47,9.05,0,0.105
30,Mytilus,Control,6/16/19 2:02,9.14,0,0.105
30,Mytilus,Control,6/16/19 2:17,9.09,0,0.105
30,Mytilus,Control,6/16/19 2:32,9.22,0,0.105
30,Mytilus,Control,6/16/19 2:47,9.31,0,0.105
30,Mytilus,Control,6/16/19 3:02,9.31,0,0.105
30,Mytilus,Control,6/16/19 3:17,9.39,0,0.105
30,Mytilus,Control,6/16/19 3:32,9.44,0,0.105
30,Mytilus,Control,6/16/19 3:47,9.48,0,0.105
30,Mytilus,Control,6/16/19 4:02,9.48,0,0.105
30,Mytilus,Control,6/16/19 4:17,9.52,0,0.105
30,Mytilus,Control,6/16/19 4:32,9.48,0,0.105
30,Mytilus,Control,6/16/19 4:47,9.48,0,0.105
30,Mytilus,Control,6/16/19 5:02,9.52,4,0.105
30,Mytilus,Control,6/16/19 5:17,9.52,41,0.105
30,Mytilus,Control,6/16/19 5:32,9.56,199,0.105
30,Mytilus,Control,6/16/19 5:47,9.56,508,0.105
30,Mytilus,Control,6/16/19 6:02,9.61,922,0.105
30,Mytilus,Control,6/16/19 6:17,9.65,"1,421",0.105
30,Mytilus,Control,6/16/19 6:32,9.74,"2,410",0.105
30,Mytilus,Control,6/16/19 6:47,9.74,"2,131",0.105
30,Mytilus,Control,6/16/19 7:02,9.82,"2,792",0.105
30,Mytilus,Control,6/16/19 7:17,9.82,"2,455",0.105
30,Mytilus,Control,6/16/19 7:32,9.86,"2,405",0.105
30,Mytilus,Control,6/16/19 7:47,9.95,"2,520",0.105
30,Mytilus,Control,6/16/19 8:02,9.99,"2,669",0.105
30,Mytilus,Control,6/16/19 8:17,10.08,"2,929",0.105
30,Mytilus,Control,6/16/19 8:32,10.16,"3,135",0.105
30,Mytilus,Control,6/16/19 8:47,10.42,"3,443",0.105
30,Mytilus,Control,6/16/19 9:02,10.59,"2,174",0.105
30,Mytilus,Control,6/16/19 9:17,10.68,"2,343",0.105
30,Mytilus,Control,6/16/19 9:32,10.94,"6,996",0.105
30,Mytilus,Control,6/16/19 9:47,9.61,"12,221",0.105
30,Mytilus,Control,6/16/19 10:02,9.44,"9,764",0.105
30,Mytilus,Control,6/16/19 10:17,9.18,"2,165",0.105
30,Mytilus,Control,6/16/19 10:32,9.18,"2,343",0.105
30,Mytilus,Control,6/16/19 10:47,9.09,"13,261",0.105
30,Mytilus,Control,6/16/19 11:02,9.14,"14,776",0.105
30,Mytilus,Control,6/16/19 11:17,9.22,"9,710",0.105
30,Mytilus,Control,6/16/19 11:32,9.52,"4,872",0.105
30,Mytilus,Control,6/16/19 11:47,9.74,"14,280",0.105
30,Mytilus,Control,6/16/19 12:02,9.82,"31,713",0.105
30,Mytilus,Control,6/16/19 12:17,10.08,"51,016",0.105
30,Mytilus,Control,6/16/19 12:32,10.16,"35,922",0.105
30,Mytilus,Control,6/16/19 12:47,10.25,"21,402",0.105
30,Mytilus,Control,6/16/19 13:02,10.08,"27,412",0.105
30,Mytilus,Control,6/16/19 13:17,10.51,"23,204",0.105
30,Mytilus,Control,6/16/19 13:32,10.38,"40,417",0.105
30,Mytilus,Control,6/16/19 13:47,10.64,"17,915",0.105
30,Mytilus,Control,6/16/19 14:02,10.55,"22,477",0.105
30,Mytilus,Control,6/16/19 14:17,10.42,"19,149",0.105
30,Mytilus,Control,6/16/19 14:32,10.16,"15,401",0.105
30,Mytilus,Control,6/16/19 14:47,10.42,"7,964",0.105
30,Mytilus,Control,6/16/19 15:02,10.38,"11,510",0.105
30,Mytilus,Control,6/16/19 15:17,10.59,"25,119",0.105
30,Mytilus,Control,6/16/19 15:32,10.85,"17,812",0.105
30,Mytilus,Control,6/16/19 15:47,10.85,"19,420",0.105
30,Mytilus,Control,6/16/19 16:02,11.32,"5,614",0.105
30,Mytilus,Control,6/16/19 16:17,11.45,"22,907",0.105
30,Mytilus,Control,6/16/19 16:32,11.62,"23,869",0.105
30,Mytilus,Control,6/16/19 16:47,11.84,"22,374",0.105
30,Mytilus,Control,6/16/19 17:02,11.92,"16,809",0.105
30,Mytilus,Control,6/16/19 17:17,11.84,"14,121",0.105
30,Mytilus,Control,6/16/19 17:32,12.05,"17,930",0.105
30,Mytilus,Control,6/16/19 17:47,12.7,"16,809",0.105
30,Mytilus,Control,6/16/19 18:02,12.22,"14,479",0.105
30,Mytilus,Control,6/16/19 18:17,12.18,"7,606",0.105
30,Mytilus,Control,6/16/19 18:32,12.14,"9,262",0.105
30,Mytilus,Control,6/16/19 18:47,12.14,"7,025",0.105
30,Mytilus,Control,6/16/19 19:02,11.97,"7,398",0.105
30,Mytilus,Control,6/16/19 19:17,11.71,"4,938",0.105
30,Mytilus,Control,6/16/19 19:32,11.62,"5,548",0.105
30,Mytilus,Control,6/16/19 19:47,11.24,"4,006",0.105
30,Mytilus,Control,6/16/19 20:02,10.94,"1,715",0.105
30,Mytilus,Control,6/16/19 20:17,10.55,869,0.105
30,Mytilus,Control,6/16/19 20:32,10.38,264,0.105
30,Mytilus,Control,6/16/19 20:47,10.12,189,0.105
30,Mytilus,Control,6/16/19 21:02,9.91,66,0.105
30,Mytilus,Control,6/16/19 21:17,9.65,21,0.105
30,Mytilus,Control,6/16/19 21:32,9.56,1,0.105
30,Mytilus,Control,6/16/19 21:47,9.39,0,0.105
30,Mytilus,Control,6/16/19 22:02,9.31,0,0.105
30,Mytilus,Control,6/16/19 22:17,9.35,0,0.105
30,Mytilus,Control,6/16/19 22:32,9.35,0,0.105
30,Mytilus,Control,6/16/19 22:47,9.31,0,0.105
30,Mytilus,Control,6/16/19 23:02,9.31,0,0.105
30,Mytilus,Control,6/16/19 23:17,9.44,0,0.105
30,Mytilus,Control,6/16/19 23:32,9.39,0,0.105
30,Mytilus,Control,6/16/19 23:47,9.35,0,0.105
30,Mytilus,Control,6/17/19 0:02,9.22,0,0.105
30,Mytilus,Control,6/17/19 0:17,9.09,0,0.105
30,Mytilus,Control,6/17/19 0:32,9.22,0,0.105
30,Mytilus,Control,6/17/19 0:47,9.14,0,0.105
30,Mytilus,Control,6/17/19 1:02,9.18,0,0.105
30,Mytilus,Control,6/17/19 1:17,9.05,0,0.105
30,Mytilus,Control,6/17/19 1:32,8.96,0,0.105
30,Mytilus,Control,6/17/19 1:47,9.05,0,0.105
30,Mytilus,Control,6/17/19 2:02,9.05,0,0.105
30,Mytilus,Control,6/17/19 2:17,9.14,0,0.105
30,Mytilus,Control,6/17/19 2:32,8.96,0,0.105
30,Mytilus,Control,6/17/19 2:47,9.09,0,0.105
30,Mytilus,Control,6/17/19 3:02,9.09,0,0.105
30,Mytilus,Control,6/17/19 3:17,9.22,0,0.105
30,Mytilus,Control,6/17/19 3:32,9.31,0,0.105
30,Mytilus,Control,6/17/19 3:47,9.39,0,0.105
30,Mytilus,Control,6/17/19 4:02,9.44,0,0.105
30,Mytilus,Control,6/17/19 4:17,9.48,0,0.105
30,Mytilus,Control,6/17/19 4:32,9.52,0,0.105
30,Mytilus,Control,6/17/19 4:47,9.61,0,0.105
30,Mytilus,Control,6/17/19 5:02,9.61,4,0.105
30,Mytilus,Control,6/17/19 5:17,9.56,36,0.105
30,Mytilus,Control,6/17/19 5:32,9.61,185,0.105
30,Mytilus,Control,6/17/19 5:47,9.61,492,0.105
30,Mytilus,Control,6/17/19 6:02,9.69,877,0.105
30,Mytilus,Control,6/17/19 6:17,9.74,"1,271",0.105
30,Mytilus,Control,6/17/19 6:32,9.82,"2,438",0.105
30,Mytilus,Control,6/17/19 6:47,9.91,"3,233",0.105
30,Mytilus,Control,6/17/19 7:02,9.99,"4,261",0.105
30,Mytilus,Control,6/17/19 7:17,10.12,"5,696",0.105
30,Mytilus,Control,6/17/19 7:32,10.21,"5,596",0.105
30,Mytilus,Control,6/17/19 7:47,10.25,"5,338",0.105
30,Mytilus,Control,6/17/19 8:02,10.25,"4,064",0.105
30,Mytilus,Control,6/17/19 8:17,10.38,"3,716",0.105
30,Mytilus,Control,6/17/19 8:32,10.46,"3,661",0.105
30,Mytilus,Control,6/17/19 8:47,10.55,"4,033",0.105
30,Mytilus,Control,6/17/19 9:02,10.72,"3,692",0.105
30,Mytilus,Control,6/17/19 9:17,10.94,"4,202",0.105
30,Mytilus,Control,6/17/19 9:32,11.11,"3,892",0.105
30,Mytilus,Control,6/17/19 9:47,11.37,"3,988",0.105
30,Mytilus,Control,6/17/19 10:02,11.67,"4,393",0.105
30,Mytilus,Control,6/17/19 10:17,12.14,"7,073",0.105
30,Mytilus,Control,6/17/19 10:32,11.45,"11,853",0.105
30,Mytilus,Control,6/17/19 10:47,10.25,"19,256",0.105
30,Mytilus,Control,6/17/19 11:02,9.91,"20,910",0.105
30,Mytilus,Control,6/17/19 11:17,9.69,"19,963",0.105
30,Mytilus,Control,6/17/19 11:32,9.56,"40,540",0.105
30,Mytilus,Control,6/17/19 11:47,9.39,"21,309",0.105
30,Mytilus,Control,6/17/19 12:02,9.52,"20,797",0.105
30,Mytilus,Control,6/17/19 12:17,9.65,"51,651",0.105
30,Mytilus,Control,6/17/19 12:32,9.65,"58,798",0.105
30,Mytilus,Control,6/17/19 12:47,9.69,"21,268",0.105
30,Mytilus,Control,6/17/19 13:02,9.91,"12,180",0.105
30,Mytilus,Control,6/17/19 13:17,9.91,"31,990",0.105
30,Mytilus,Control,6/17/19 13:32,10.16,"14,397",0.105
30,Mytilus,Control,6/17/19 13:47,10.25,"38,769",0.105
30,Mytilus,Control,6/17/19 14:02,10.42,"16,174",0.105
30,Mytilus,Control,6/17/19 14:17,10.46,"27,720",0.105
