Id_code,PoolID,Foundation_spp,Day_Night,Before_After,Removal_Control,Group,Time_Point,Sampling_Day,Sampling_time,Wind_Speed.m.s,DO_mg_L,DO_p,Conductivity,Salinity,Temp.pool,Temp.in,date_triscal,mVolts,pH.pre,Notes
N2_Ocean_5_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,5,7112019,4:34,4.2,8.57,103.1,50.2,32.9,14.9,15.376,20190710,-60.1,7.957002572,
N_17_5_BC,17,Mytilus,Night,Before,Removal,Before_Removal,5,7112019,5:17,4.3,2.52,27.6,51,33.5,14.5,15.308,20190710,-16.8,7.201022148,nutrients and microbes lost to towel
N_18_5_BC,18,Phyllospadix,Night,Before,Control,Before_Control,5,7112019,5:29,4.1,3.7,36.1,50.9,33.4,14.7,15.355,20190710,-23.9,7.324806294,
N_19_5_BC,19,Mytilus,Night,Before,Control,Before_Control,5,7112019,5:15,4.3,3.16,34.1,51,33.5,14.5,15.328,20190710,-17.1,7.206160134,
N_20_5_BC,20,Phyllospadix,Night,Before,Control,Before_Control,5,7112019,5:09,5,3.31,37.3,51.2,33.6,14.9,15.437,20190710,-31.9,7.464056812,splashed with ocean
N_21_5_BC,21,Phyllospadix,Night,Before,Removal,Before_Removal,5,7112019,5:11,5,2.8,34,51,33.5,14.6,15.461,20190710,-27.2,7.381839456,
N_22_5_BC,22,Phyllospadix,Night,Before,Removal,Before_Removal,5,7112019,5:25,4.1,3.72,39.2,51,33.5,14.7,15.24,20190710,-27.1,7.381369787,
N_23_5_BC,23,Mytilus,Night,Before,Removal,Before_Removal,5,7112019,5:04,5,2.68,31.3,50.8,33.3,14.6,15.541,20190710,-20.8,7.269650624,
N_24_5_BC,24,Mytilus,Night,Before,Removal,Before_Removal,5,7112019,5:02,5,3.68,41.2,50.8,33.3,14.6,15.383,20190710,-21.7,7.286223029,
N_25_5_BC,25,Mytilus,Night,Before,Control,Before_Control,5,7112019,4:59,5,3.92,44.2,51.1,33.5,14.3,15.214,20190710,-29.4,7.421717177,
N_26_5_BC,26,Phyllospadix,Night,Before,Removal,Before_Removal,5,7112019,4:37,4.6,3.83,43.4,50.6,33.2,14.6,15.403,20190710,-26.6,7.371695437,lost to posedian 
N_27_5_BC,27,Phyllospadix,Night,Before,Control,Before_Control,5,7112019,4:39,4.6,3.03,33.4,50.8,33.4,14.4,15.255,20190710,-24.5,7.335849296,maybe ocean
N_28_5_BC,28,Phyllospadix,Night,Before,Removal,Before_Removal,5,7112019,4:41,4.6,2.98,33,50.8,33.4,14.5,15.211,20190710,-31.6,7.460184808,
N_29_5_BC,29,Phyllospadix,Night,Before,Control,Before_Control,5,7112019,4:42,4.6,2.51,29,50.7,33.3,14.6,15.366,20190710,-30.2,7.434792213,
N_30_5_BC,30,Mytilus,Night,Before,Control,Before_Control,5,7112019,4:50,4.7,3.6,40.8,51,33.4,14.5,15.416,20190710,-25.3,7.348916502,
N_31_5_BC,31,Mytilus,Night,Before,Control,Before_Control,5,7112019,4:54,4.7,2.8,31.6,50.9,33.4,14.7,15.418,20190710,-28.2,7.399552746,
N_32_5_BC,32,Mytilus,Night,Before,Removal,Before_Removal,5,7112019,4:52,4.7,3.05,33.9,50.9,33.4,14.6,15.858,20190710,-26.5,7.367338104,
D1_Ocean_1_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,1,8052019,7:36,2,,,53.8,35.3,10.4,13.034,20190804,-38.3,7.591371455,
D_1_1_AI,1,Phyllospadix,Day,After,Control,After_Control,1,8052019,7:45,1.7,,,52.3,35.5,10.8,13.676,20190804,-42,7.652220438,wind picked up
D_2_1_AI,2,Phyllospadix,Day,After,Removal,After_Removal,1,8052019,7:47,1.7,,,52.5,34.6,10.9,13.631,20190804,-47.1,7.742147082,
D_3_1_AI,3,Phyllospadix,Day,After,Removal,After_Removal,1,8052019,7:51,1.7,,,52.4,35.6,10.9,13.702,20190804,-46.9,7.738134986,
D_4_1_AI,4,Phyllospadix,Day,After,Control,After_Control,1,8052019,7:52,1.7,,,52.6,34.6,11,13.977,20190804,-41.9,7.648447759,
D_5_1_AI,5,Phyllospadix,Day,After,Control,After_Control,1,8052019,7:54,1.7,,,53.2,34.5,11.7,14.252,20190804,-57.2,7.914901352,
D_6_1_AI,6,Phyllospadix,Day,After,Removal,After_Removal,1,8052019,7:55,1.1,,,53.1,34.6,11.7,14.336,20190804,-50.8,7.8020665,
D_7_1_AI,7,Phyllospadix,Day,After,Removal,After_Removal,1,8052019,8:05,1.8,,,52.8,35.8,11.2,14.545,20190804,-46.8,7.730485092,
D_8_1_AI,8,Phyllospadix,Day,After,Control,After_Control,1,8052019,8:07,1.8,,,53,35.7,11.3,14.302,20190804,-39.2,7.598935501,
D_9_1_AI,9,Mytilus,Day,After,Control,After_Control,1,8052019,8:14,1.8,,,52.6,34.4,10.9,13.337,20190804,-29.7,7.438118597,
D_10_1_AI,10,Mytilus,Day,After,Removal,After_Removal,1,8052019,8:16,1.6,,,52.2,34.5,10.8,13.772,20190804,-34.9,7.526866231,
D_11_1_AI,11,Mytilus,Day,After,Removal,After_Removal,1,8052019,8:17,1.6,,,52.3,34.7,10.8,14.043,20190804,-42.3,7.655025332,
D_12_1_AI,12,Mytilus,Day,After,Control,After_Control,1,8052019,8:21,1.6,,,53,34.5,11.3,13.663,20190804,-37.7,7.576749953,
D_13_1_AI,13,Mytilus,Day,After,Control,After_Control,1,8052019,8:26,1.9,,,53,34.7,11.5,13.716,20190804,-32.2,7.479782894,
D_14_1_AI,14,Mytilus,Day,After,Control,After_Control,1,8052019,8:29,1.9,,,53.1,34.7,11.4,13.822,20190804,-27.1,7.389570677,
D_15_1_AI,15,Mytilus,Day,After,Removal,After_Removal,1,8052019,8:32,1.9,,,52.8,35.7,11.1,13.594,20190804,-59.9,7.967376713,
D_16_1_AI,16,Mytilus,Day,After,Removal,After_Removal,1,8052019,8:48,1.5,8.22,93.9,53.3,35.2,11.4,13.684,20190804,-43.6,7.680279215,
D2_Ocean_1_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,1,8062019,8:24,1,8.57,96.2,53.3,35,10.8,14.626,20190804,-37.9,7.574056113,
D_17_1_AI,17,Mytilus,Day,After,Removal,After_Removal,1,8062019,9:06,1.2,12.96,150.2,53.4,35.2,12.1,14.748,20190804,-51.2,7.806091425,
D_18_1_AI,18,Phyllospadix,Day,After,Control,After_Control,1,8062019,9:20,1.4,7.37,86.6,53.6,35.3,12.3,15.05,20190804,-39.2,7.594060049,
D_19_1_AI,19,Mytilus,Day,After,Control,After_Control,1,8062019,9:05,1.2,8.9,102.9,53.7,35.3,11.5,14.063,20190804,-40.9,7.63032509,
D_20_1_AI,20,Phyllospadix,Day,After,Control,After_Control,1,8062019,9:14,1.2,9.18,104.8,53.7,35.3,11.3,14.712,20190804,-46.9,7.731069999,
D_21_1_AI,21,Phyllospadix,Day,After,Removal,After_Removal,1,8062019,9:08,1.2,16.06,191,53.3,35.1,13.2,15.446,20190804,-76.7,8.246344045,
D_22_1_AI,22,Phyllospadix,Day,After,Removal,After_Removal,1,8062019,9:17,1.4,13.6,161,53.4,35.2,13,14.95,20190804,-61.4,7.983057142,
D_23_1_AI,23,Mytilus,Day,After,Removal,After_Removal,1,8062019,8:58,1,9.13,106.2,53.6,35.3,12.1,14.317,20190804,-44.7,7.695261294,
D_24_1_AI,24,Mytilus,Day,After,Removal,After_Removal,1,8062019,8:56,1,10.64,123,53.3,35.1,11.9,13.826,20190804,-46.5,7.730241915,
D_25_1_AI,25,Mytilus,Day,After,Control,After_Control,1,8062019,8:55,1,5.68,65.2,53.8,35.4,11.4,13.592,20190804,-30.8,7.455933677,
D_26_1_AI,26,Phyllospadix,Day,After,Removal,After_Removal,1,8062019,8:36,0.6,10.32,118.6,53.4,35.1,11.4,14.248,20190804,-53.8,7.855310188,
D_27_1_AI,27,Phyllospadix,Day,After,Control,After_Control,1,8062019,8:35,0.6,8.76,100.4,53.6,35.2,11.2,14.133,20190804,-46.3,7.724592074,
D_28_1_AI,28,Phyllospadix,Day,After,Removal,After_Removal,1,8062019,8:33,0.6,12.53,144.2,53.6,35.3,11.5,14.422,20190804,-59.4,7.952161232,
D_29_1_AI,29,Phyllospadix,Day,After,Control,After_Control,1,8062019,8:29,0.6,11.08,128,54.3,35.8,11.2,14.472,20190804,-61.8,7.993826724,
D_30_1_AI,30,Mytilus,Day,After,Control,After_Control,1,8062019,8:47,1.1,7.18,83.1,53.6,35.3,11.4,14.084,20190804,-30.4,7.445955015,
D_31_1_AI,31,Mytilus,Day,After,Control,After_Control,1,8062019,8:45,1.1,8.1,93.6,53.6,35.3,11.6,13.95,20190804,-27.8,7.401117347,
D_32_1_AI,32,Mytilus,Day,After,Removal,After_Removal,1,8062019,8:44,0.6,10.76,123.4,53.7,35.3,11,13.352,20190804,-48.9,7.775769188,
D1_Ocean_2_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,2,8052019,8:53,1.5,9.54,107.5,52.7,34.7,10.7,12.525,20190804,-46.7,7.742866237,gusty wind
D_1_2_AI,1,Phyllospadix,Day,After,Control,After_Control,2,8052019,8:59,2,9.4,106,53.3,35,11,13.762,20190804,-43,7.669209343,
D_2_2_AI,2,Phyllospadix,Day,After,Removal,After_Removal,2,8052019,9:01,2,12.72,145.3,53,34.8,11.7,13.773,20190804,-60.9,7.983545047,
D_3_2_AI,3,Phyllospadix,Day,After,Removal,After_Removal,2,8052019,9:03,2,14.46,165.2,53,34.8,11.5,13.844,20190804,-61.2,7.988255161,
D_4_2_AI,4,Phyllospadix,Day,After,Control,After_Control,2,8052019,9:05,1.9,10.85,126.2,53.3,35.1,11.8,13.902,20190804,-46.6,7.731467347,
D_5_2_AI,5,Phyllospadix,Day,After,Control,After_Control,2,8052019,9:07,1.9,14.89,174.4,53,34.9,12.6,14.247,20190804,-59.9,7.962286237,
D_6_2_AI,6,Phyllospadix,Day,After,Removal,After_Removal,2,8052019,9:09,1.9,13.94,166.4,52.7,34.7,13.1,14.658,20190804,-66.3,8.071156768,
D_7_2_AI,7,Phyllospadix,Day,After,Removal,After_Removal,2,8052019,9:14,1.9,11.54,133.3,53.1,34.8,11.7,14.396,20190804,-54.1,7.859471009,slightly over line/ extra 40 ml
D_8_2_AI,8,Phyllospadix,Day,After,Control,After_Control,2,8052019,9:15,1.7,10.34,121.9,53.2,35,12.2,14.538,20190804,-42.8,7.660461555,
D_9_2_AI,9,Mytilus,Day,After,Control,After_Control,2,8052019,9:20,1.7,8.95,103.1,53.1,34.9,11.4,13.952,20190804,-32.7,7.487119596,extra 40ml
D_10_2_AI,10,Mytilus,Day,After,Removal,After_Removal,2,8052019,9:24,1.7,10.93,126.4,53,34.8,11.4,14.425,20190804,-43.7,7.676995671,
D_11_2_AI,11,Mytilus,Day,After,Removal,After_Removal,2,8052019,9:25,1.4,13.07,149.7,53,34.8,11.5,14.356,20190804,-52.3,7.828215688,
D_12_2_AI,12,Mytilus,Day,After,Control,After_Control,2,8052019,9:31,1.4,11.08,130.8,52.8,34.7,12.3,14.569,20190804,-44.1,7.68302373,
D_13_2_AI,13,Mytilus,Day,After,Control,After_Control,2,8052019,9:34,1.4,9.81,115.5,52.9,34.8,12.4,14.535,20190804,-37.8,7.57289034,
D_14_2_AI,14,Mytilus,Day,After,Control,After_Control,2,8052019,9:36,1.6,6.55,77.9,53,34.8,12.3,14.552,20190804,-28.2,7.404615338,
D_15_2_AI,15,Mytilus,Day,After,Removal,After_Removal,2,8052019,9:40,1.6,20.62,238.5,53.3,35.1,12.1,14.653,20190804,-78,8.27607752,
D_16_2_AI,16,Mytilus,Day,After,Removal,After_Removal,2,8052019,9:42,1.6,8.82,103.4,52.7,34.7,12.3,14.856,20190804,-47,7.731814113,
D2_Ocean_2_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,2,8062019,9:25,2.7,9.61,109.1,53.4,35.1,11,14.607,20190804,-46.2,7.719543864,
D_17_2_AI,17,Mytilus,Day,After,Removal,After_Removal,2,8062019,10:03,1,14.66,173.4,53.3,35.1,13,16.993,20190804,-61.3,7.96530201,
D_18_2_AI,18,Phyllospadix,Day,After,Control,After_Control,2,8062019,10:15,0.6,7.67,91.8,53.4,35.2,13.1,15.74,20190804,-40.1,7.605269986,
D_19_2_AI,19,Mytilus,Day,After,Control,After_Control,2,8062019,10:02,1,10.32,120.8,53.6,35.3,12.4,15.83,20190804,-41.2,7.623863528,
D_20_2_AI,20,Phyllospadix,Day,After,Control,After_Control,2,8062019,10:09,0.7,9.83,114.1,53.4,35.2,11.8,15.084,20190804,-49.5,7.773933294,
D_21_2_AI,21,Phyllospadix,Day,After,Removal,After_Removal,2,8062019,10:11,0.7,18.46,227.2,53.1,35,15.1,16.682,20190804,-89.8,8.463305988,
D_22_2_AI,22,Phyllospadix,Day,After,Removal,After_Removal,2,8062019,10:06,0.7,16.4,200,53.2,35.1,14.5,16.46,20190804,-71.6,8.148708877,
D_23_2_AI,23,Mytilus,Day,After,Removal,After_Removal,2,8062019,9:53,0.4,10.48,124.5,53.3,35.2,13.1,15.848,20190804,-50.6,7.787668043,
D_24_2_AI,24,Mytilus,Day,After,Removal,After_Removal,2,8062019,9:51,0.4,12.24,143.4,53.5,35.2,12.4,15.351,20190804,-54.9,7.866359488,
D_25_2_AI,25,Mytilus,Day,After,Control,After_Control,2,8062019,9:49,0.4,5.21,61.1,53.8,35.4,11.8,14.742,20190804,-32.4,7.477027923,
D_26_2_AI,26,Phyllospadix,Day,After,Removal,After_Removal,2,8062019,9:34,2.7,15.16,177.2,53.9,35.5,12.3,15.325,20190804,-66,8.060473904,
D_27_2_AI,27,Phyllospadix,Day,After,Control,After_Control,2,8062019,9:32,2.7,12.96,150,53.5,35.2,11.8,14.81,20190804,-41.6,7.637627233,
D_28_2_AI,28,Phyllospadix,Day,After,Removal,After_Removal,2,8062019,9:30,2.7,17.16,201,53.6,35.3,12.5,14.685,20190804,-78,8.275793408,
D_29_2_AI,29,Phyllospadix,Day,After,Control,After_Control,2,8062019,9:29,2.7,14.93,175.1,53.8,35.3,12.5,14.954,20190804,-68.6,8.10897392,
D_30_2_AI,30,Mytilus,Day,After,Control,After_Control,2,8062019,9:44,2.1,7.51,88.1,53.6,35.3,12.2,14.397,20190804,-38.1,7.579036476,
D_31_2_AI,31,Mytilus,Day,After,Control,After_Control,2,8062019,9:42,2.1,10.91,129.5,53.5,35.2,12.7,14.866,20190804,-28.1,7.401029114,
D_32_2_AI,32,Mytilus,Day,After,Removal,After_Removal,2,8062019,9:40,2.1,12.24,141.4,53.8,35.4,11.7,14.353,20190804,-58.5,7.936919785,
D1_Ocean_3_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,3,8052019,9:55,1.1,10.08,113.7,52.9,34.7,10.9,13.924,20190804,-49.3,7.778713781,
D_1_3_AI,1,Phyllospadix,Day,After,Control,After_Control,3,8052019,10:03,1.1,8.52,97.4,53,34.8,11.5,14.897,20190804,-40.6,7.619551434,
D_2_3_AI,2,Phyllospadix,Day,After,Removal,After_Removal,3,8052019,10:05,0.8,19.22,221.8,52.9,34.8,12.3,15.063,20190804,-69.5,8.123807045,
D_3_3_AI,3,Phyllospadix,Day,After,Removal,After_Removal,3,8052019,10:08,0.8,18.33,214,53.1,34.9,12.4,14.846,20190804,-71.2,8.155368735,
D_4_3_AI,4,Phyllospadix,Day,After,Control,After_Control,3,8052019,10:09,0.8,12.09,143.1,53.1,35,12.6,15.032,20190804,-52.1,7.81977344,
D_5_3_AI,5,Phyllospadix,Day,After,Control,After_Control,3,8052019,10:11,0.8,12.91,154.3,53,34.9,13.5,15.174,20190804,-62.5,8.000524025,
D_6_3_AI,6,Phyllospadix,Day,After,Removal,After_Removal,3,8052019,10:12,0.8,20.32,247.4,52.7,34.7,14.4,15.591,20190804,-92.5,8.520848342,
D_7_3_AI,7,Phyllospadix,Day,After,Removal,After_Removal,3,8052019,10:19,0.8,12.61,148,53.2,35,12.5,15.281,20190804,-60.3,7.961235775,
D_8_3_AI,8,Phyllospadix,Day,After,Control,After_Control,3,8052019,10:21,0.8,10.91,130,52.4,34.4,13.2,15.11,20190804,-41.6,7.63562933,
D_9_3_AI,9,Mytilus,Day,After,Control,After_Control,3,8052019,10:25,0.5,9.66,111.8,53.3,35.1,12.2,14.68,20190804,-31.7,7.465149738,
D_10_3_AI,10,Mytilus,Day,After,Removal,After_Removal,3,8052019,10:27,0.5,15.7,184.3,52.6,34.6,12.2,15.08,20190804,-51.4,7.80718365,
D_11_3_AI,11,Mytilus,Day,After,Removal,After_Removal,3,8052019,10:29,0.5,16.04,187.7,52.9,34.8,12.4,15.128,20190804,-60.8,7.97116871,
D_12_3_AI,12,Mytilus,Day,After,Control,After_Control,3,8052019,10:31,0.5,13.06,156.6,52.6,34.7,13.5,15.433,20190804,-50.9,7.79589278,
D_13_3_AI,13,Mytilus,Day,After,Control,After_Control,3,8052019,10:34,0.5,10.74,127.8,52.8,34.8,13.6,15.435,20190804,-44.7,7.6876037,
D_14_3_AI,14,Mytilus,Day,After,Control,After_Control,3,8052019,10:38,0.6,6.41,76.1,53.5,35.2,12.9,15.138,20190804,-28.8,7.411677879,
D_15_3_AI,15,Mytilus,Day,After,Removal,After_Removal,3,8052019,10:40,0.6,31.51,378.1,52.9,34.9,13.6,15.609,20190804,-93.4,8.536381063,
D_16_3_AI,16,Mytilus,Day,After,Removal,After_Removal,3,8052019,10:42,0.6,9.38,112,52.8,34.8,13.5,15.842,20190804,-49.1,7.761552601,
D2_Ocean_3_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,3,8062019,10:27,0.4,10.75,123.3,53.4,35.1,11.4,14.632,20190804,-55.5,7.882235396,
D_17_3_AI,17,Mytilus,Day,After,Removal,After_Removal,3,8062019,11:00,0.4,18.55,225.6,53.2,35.1,14.3,16.291,20190804,-71.1,8.141430141,
D_18_3_AI,18,Phyllospadix,Day,After,Control,After_Control,3,8062019,11:08,0.6,8.07,97.3,53.9,35.6,13.8,15.555,20190804,-43.3,7.662343978,
D_19_3_AI,19,Mytilus,Day,After,Control,After_Control,3,8062019,10:58,0.4,10.83,128.9,54.1,35.7,12.9,15.497,20190804,-41.5,7.631307924,
D_20_3_AI,20,Phyllospadix,Day,After,Control,After_Control,3,8062019,11:03,0.4,13.25,156.1,53.8,35.5,12.9,15.221,20190804,-52.4,7.823637851,
D_21_3_AI,21,Phyllospadix,Day,After,Removal,After_Removal,3,8062019,11:02,0.4,21.6,274.3,52.9,34.9,16.7,17.451,20190804,-97.8,8.594725862,
D_22_3_AI,22,Phyllospadix,Day,After,Removal,After_Removal,3,8062019,11:05,0.6,20,252.4,53.3,35.2,16.4,17.285,20190804,-83.8,8.353450095,
D_23_3_AI,23,Mytilus,Day,After,Removal,After_Removal,3,8062019,10:50,0.1,13.39,165.1,53.7,35.5,14.7,16.406,20190804,-57.8,7.908974612,
D_24_3_AI,24,Mytilus,Day,After,Removal,After_Removal,3,8062019,10:49,0.1,15.12,180.3,53.3,35.1,13.5,15.818,20190804,-64.7,8.033794916,
D_25_3_AI,25,Mytilus,Day,After,Control,After_Control,3,8062019,10:47,0.1,5.5,64.8,53.9,35.5,12.3,15.058,20190804,-31.4,7.457613273,
D_26_3_AI,26,Phyllospadix,Day,After,Removal,After_Removal,3,8062019,10:36,0,23.18,280.4,52.9,34.9,14.2,16.309,20190804,-78.3,8.266637277,
D_27_3_AI,27,Phyllospadix,Day,After,Control,After_Control,3,8062019,10:34,0.4,10.09,118.3,54.3,35.8,11.9,15.324,20190804,-39,7.588781977,
D_28_3_AI,28,Phyllospadix,Day,After,Removal,After_Removal,3,8062019,10:32,0.4,24.2,293.9,53.6,35.4,13.6,15.84,20190804,-90.4,8.481804883,
D_29_3_AI,29,Phyllospadix,Day,After,Control,After_Control,3,8062019,10:30,0.4,15.09,181.2,54.7,36.2,13.3,15.981,20190804,-68.7,8.102207004,
D_30_3_AI,30,Mytilus,Day,After,Control,After_Control,3,8062019,10:45,0.1,9.77,117.1,53.6,35.4,13.3,15.359,20190804,-38.1,7.572833159,
D_31_3_AI,31,Mytilus,Day,After,Control,After_Control,3,8062019,10:43,0,12.92,156.8,53.1,35,14.1,15.505,20190804,-32.6,7.475865936,
D_32_3_AI,32,Mytilus,Day,After,Removal,After_Removal,3,8062019,10:41,0,19.98,232,53.6,35.3,12.2,14.886,20190804,-71.4,8.158529748,
D1_Ocean_4_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,4,8052019,10:56,0.6,11.07,125.9,52.9,34.7,11.3,14.892,20190804,-58.3,7.929273799,
D_1_4_AI,1,Phyllospadix,Day,After,Control,After_Control,4,8052019,11:01,0.6,12.15,142.2,53.6,35.3,12.4,14.903,20190804,-41.5,7.635258151,
D_2_4_AI,2,Phyllospadix,Day,After,Removal,After_Removal,4,8052019,11:03,0.6,20.62,246.3,53,34.9,13.5,15.491,20190804,-83.1,8.357694812,
D_3_4_AI,3,Phyllospadix,Day,After,Removal,After_Removal,4,8052019,11:05,0.4,21.25,254.4,52.8,34.8,13.6,15.258,20190804,-80.9,8.321386936,
D_4_4_AI,4,Phyllospadix,Day,After,Control,After_Control,4,8052019,11:06,0.4,13.92,166.5,53.2,34.9,14.3,15.234,20190804,-59,7.93888326,
D_5_4_AI,5,Phyllospadix,Day,After,Control,After_Control,4,8052019,11:08,0.4,20.85,254.1,53.2,35.9,14,15.578,20190804,-70.3,8.133473729,
D_6_4_AI,6,Phyllospadix,Day,After,Removal,After_Removal,4,8052019,11:10,0.4,24.25,308.2,52.8,34.9,16.2,16.339,20190804,-96.2,8.577995009,
D_7_4_AI,7,Phyllospadix,Day,After,Removal,After_Removal,4,8052019,11:17,0.9,14.73,176,53.1,35,13.6,15.694,20190804,-68.4,8.099349908,
D_8_4_AI,8,Phyllospadix,Day,After,Control,After_Control,4,8052019,11:19,0.9,9.32,114.8,52.8,34.8,14.2,15.832,20190804,-49.2,7.763367572,
D_9_4_AI,9,Mytilus,Day,After,Control,After_Control,4,8052019,11:24,0.9,11.35,135.1,53.5,35.2,12.9,15.241,20190804,-31.5,7.458255772,
D_10_4_AI,10,Mytilus,Day,After,Removal,After_Removal,4,8052019,11:26,0.1,16.82,200.3,52.9,34.8,13.4,15.555,20190804,-63.9,8.021945696,
D_11_4_AI,11,Mytilus,Day,After,Removal,After_Removal,4,8052019,11:28,0.1,18.14,216,52.9,34.8,13.4,16.45,20190804,-69.1,8.105287198,under line by 10ml
D_12_4_AI,12,Mytilus,Day,After,Control,After_Control,4,8052019,11:35,0.2,14.64,179.7,52.7,34.7,14.9,16.568,20190804,-59.1,7.930355152,
D_13_4_AI,13,Mytilus,Day,After,Control,After_Control,4,8052019,11:37,0.2,12.16,151,52.7,34.7,15.1,16.397,20190804,-48.7,7.750651906,
D_14_4_AI,14,Mytilus,Day,After,Control,After_Control,4,8052019,11:38,0.2,6.97,84.9,53,34.9,13.8,16.264,20190804,-29.8,7.422474504,
D_15_4_AI,15,Mytilus,Day,After,Removal,After_Removal,4,8052019,11:40,0.2,31.02,383.6,52.8,34.8,15.2,16.687,20190804,-106.7,8.757119182,
D_16_4_AI,16,Mytilus,Day,After,Removal,After_Removal,4,8052019,11:43,0.2,9.95,122.7,52.7,34.7,14.9,16.948,20190804,-51.3,7.791927983,
D2_Ocean_4_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,4,8062019,11:31,0.4,11.55,132.9,53.4,35.1,11.7,15.454,20190804,-59.5,7.945918778,
D_17_4_AI,17,Mytilus,Day,After,Removal,After_Removal,4,8062019,12:04,1.3,21.26,263.1,53.1,35.1,15.5,17.901,20190804,-79.2,8.268163696,
D_18_4_AI,18,Phyllospadix,Day,After,Control,After_Control,4,8062019,12:13,0.8,9.4,110.9,54.1,35.8,15,17.408,20190804,-48.4,7.73830891,
D_19_4_AI,19,Mytilus,Day,After,Control,After_Control,4,8062019,12:03,1.3,11.76,143.2,53.6,35.4,14,17.272,20190804,-47.5,7.723648291,
D_20_4_AI,20,Phyllospadix,Day,After,Control,After_Control,4,8062019,12:08,0.8,11.25,133,54.3,35.9,12.8,16.694,20190804,-56.9,7.891133149,
D_21_4_AI,21,Phyllospadix,Day,After,Removal,After_Removal,4,8062019,12:06,0.8,23.16,302.4,52.9,34.9,18.5,18.566,20190804,-106.5,8.733913756,
D_22_4_AI,22,Phyllospadix,Day,After,Removal,After_Removal,4,8062019,12:10,0.8,22.26,293.5,53.2,35.1,18.7,18.891,20190804,-95.4,8.538960777,
D_23_4_AI,23,Mytilus,Day,After,Removal,After_Removal,4,8062019,11:56,1.3,15.3,194,53.3,35.2,16.5,17.912,20190804,-65.9,8.037776235,
D_24_4_AI,24,Mytilus,Day,After,Removal,After_Removal,4,8062019,11:55,1.3,17.76,217.5,53.3,35.2,14.7,16.976,20190804,-74.7,8.198204858,
D_25_4_AI,25,Mytilus,Day,After,Control,After_Control,4,8062019,11:53,0.4,5,60,54,35.6,13.1,16.232,20190804,-30.1,7.427889027,
D_26_4_AI,26,Phyllospadix,Day,After,Removal,After_Removal,4,8062019,11:38,0.3,29.86,372.8,53.4,35.3,15.8,16.73,20190804,-92.6,8.511528352,
D_27_4_AI,27,Phyllospadix,Day,After,Control,After_Control,4,8062019,11:37,0.3,12.02,143,54.7,36.1,12.4,15.543,20190804,-42.9,7.655442182,
D_28_4_AI,28,Phyllospadix,Day,After,Removal,After_Removal,4,8062019,11:35,0.3,26.73,327.2,53.5,35.3,14.6,16.356,20190804,-97.9,8.607420042,
D_29_4_AI,29,Phyllospadix,Day,After,Control,After_Control,4,8062019,11:34,0.4,19.14,234,55,36.4,14.4,16.201,20190804,-84.2,8.370356007,
D_30_4_AI,30,Mytilus,Day,After,Control,After_Control,4,8062019,11:50,0.4,11.31,138.1,53.5,35.3,14.5,16.355,20190804,-36.1,7.531606017,
D_31_4_AI,31,Mytilus,Day,After,Control,After_Control,4,8062019,11:48,0.4,12.56,190,53.2,35.1,15.5,16.469,20190804,-31.9,7.45780112,
D_32_4_AI,32,Mytilus,Day,After,Removal,After_Removal,4,8062019,11:47,0.4,22.01,262,53.5,35.3,13,15.803,20190804,-77.6,8.258909765,sun brighter
D1_Ocean_5_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,5,8052019,11:59,0.5,11.64,132.6,52.8,34.7,11.5,15.162,20190804,-63.2,8.012855242,
D_1_5_AI,1,Phyllospadix,Day,After,Control,After_Control,5,8052019,12:04,0.5,11.81,138.3,52.6,35.3,12.4,15.745,20190804,-48.1,7.744796501,
D_2_5_AI,2,Phyllospadix,Day,After,Removal,After_Removal,5,8052019,12:06,0.1,24.26,295.6,52.7,34.7,14.6,16.1,20190804,-92.3,8.512416529,
D_3_5_AI,3,Phyllospadix,Day,After,Removal,After_Removal,5,8052019,12:08,0.1,24.89,305.2,52.6,34.7,14.8,16.216,20190804,-91.5,8.497358475,
D_4_5_AI,4,Phyllospadix,Day,After,Control,After_Control,5,8052019,12:10,0.1,15.23,185.3,53.1,35,14.4,16.336,20190804,-67.1,8.071414193,
D_5_5_AI,5,Phyllospadix,Day,After,Control,After_Control,5,8052019,12:11,0.1,16.89,209.1,51.7,34,15.6,16.19,20190804,-77.9,8.26072337,
D_6_5_AI,6,Phyllospadix,Day,After,Removal,After_Removal,5,8052019,12:13,0.1,26.67,345.6,52.3,34.5,17.8,17.202,20190804,-109.3,8.796823023,
D_7_5_AI,7,Phyllospadix,Day,After,Removal,After_Removal,5,8052019,12:21,0.2,17.76,217.6,53,34.9,14.9,16.295,20190804,-76.8,8.240643531,
D_8_5_AI,8,Phyllospadix,Day,After,Control,After_Control,5,8052019,12:23,0.2,14.53,179,53.4,35.3,14.9,16.201,20190804,-52.5,7.818223753,
